"","gender","MaritalStatus","Familysize","ProductCategory","Sales","Quantity","prodbin","Age","Billyear","Billmonth","pam_fit2$clustering"
"28519","M","Yes",4,"Office Supplies",720.064,4,"(7.4e+03,7.6e+03]",49,2017,11,2
"28520","M","Yes",4,"Furniture",135.3,5,"(6.2e+03,6.4e+03]",49,2017,11,1
"28521","M","Yes",4,"Office Supplies",1.08,3,"(6.8e+03,7e+03]",46,2014,2,2
"28522","M","Yes",4,"Office Supplies",10.368,2,"(7e+03,7.2e+03]",46,2014,7,2
"28523","M","Yes",4,"Office Supplies",8.904,3,"(7.2e+03,7.4e+03]",49,2017,11,2
"28524","M","Yes",4,"Office Supplies",7.96,2,"(6.4e+03,6.6e+03]",46,2014,2,2
"28525","M","Yes",4,"Technology",979.95,5,"(7.8e+03,8e+03]",49,2017,11,3
"28526","M","Yes",4,"Technology",575.968,4,"(7.8e+03,8e+03]",46,2014,7,3
"28527","F","Yes",2,"Office Supplies",124.75,5,"(6.8e+03,7e+03]",28,2017,10,5
"28528","F","Yes",2,"Office Supplies",6.08,2,"(6.6e+03,6.8e+03]",26,2015,9,5
"28529","F","Yes",4,"Office Supplies",13.9,5,"(6.6e+03,6.8e+03]",83,2017,3,5
"28530","F","Yes",4,"Office Supplies",22.24,2,"(7.4e+03,7.6e+03]",80,2014,10,5
"28531","F","Yes",4,"Office Supplies",563.4,4,"(7.4e+03,7.6e+03]",82,2016,11,5
"28532","F","Yes",4,"Office Supplies",19.4,5,"(6.8e+03,7e+03]",83,2017,3,5
"28533","F","Yes",4,"Office Supplies",42.76,1,"(7.4e+03,7.6e+03]",83,2017,10,5
"28534","F","Yes",4,"Technology",319.92,8,"(7.6e+03,7.8e+03]",82,2016,11,4
"28535","F","Yes",4,"Office Supplies",1.8,5,"(6.8e+03,7e+03]",82,2016,12,5
"28536","F","Yes",3,"Technology",47.984,2,"(7.8e+03,8e+03]",22,2017,6,4
"28537","F","Yes",3,"Office Supplies",25.44,6,"(6.6e+03,6.8e+03]",21,2016,9,5
"28538","F","Yes",3,"Furniture",154.764,3,"(6.4e+03,6.6e+03]",19,2014,4,6
"28539","F","Yes",3,"Office Supplies",27.93,3,"(7.4e+03,7.6e+03]",21,2016,9,5
"28540","F","Yes",3,"Office Supplies",20.736,4,"(7.2e+03,7.4e+03]",22,2017,4,5
"28541","F","Yes",3,"Technology",116.784,2,"(7.6e+03,7.8e+03]",19,2014,4,4
"28542","F","Yes",3,"Technology",69.99,1,"(7.6e+03,7.8e+03]",19,2014,9,4
"28543","F","Yes",3,"Office Supplies",489.92,8,"(7.4e+03,7.6e+03]",19,2014,1,5
"28544","F","Yes",3,"Technology",187.98,2,"(7.8e+03,8e+03]",19,2014,1,3
"28545","F","Yes",3,"Furniture",46.872,7,"(6.2e+03,6.4e+03]",19,2014,10,6
"28546","F","Yes",3,"Office Supplies",16.68,2,"(7e+03,7.2e+03]",19,2014,1,5
"28547","F","Yes",3,"Office Supplies",20.96,4,"(7.2e+03,7.4e+03]",20,2015,8,5
"28548","F","Yes",3,"Furniture",470.302,7,"(6.2e+03,6.4e+03]",22,2017,6,6
"28549","F","Yes",3,"Office Supplies",3812.97,3,"(6.8e+03,7e+03]",20,2015,4,5
"28550","F","Yes",3,"Furniture",62.82,3,"(6.4e+03,6.6e+03]",19,2014,1,6
"28551","F","Yes",3,"Furniture",12.42,3,"(6.2e+03,6.4e+03]",19,2014,1,6
"28552","F","Yes",3,"Office Supplies",19.44,3,"(7.2e+03,7.4e+03]",19,2014,1,5
"28553","F","Yes",3,"Office Supplies",186.732,1,"(6.4e+03,6.6e+03]",20,2015,4,5
"28554","F","Yes",3,"Office Supplies",164.736,4,"(7.4e+03,7.6e+03]",22,2017,6,5
"28555","F","Yes",3,"Office Supplies",10.304,1,"(7.4e+03,7.6e+03]",19,2014,4,5
"28556","F","Yes",3,"Technology",155.35,13,"(7.8e+03,8e+03]",19,2014,1,3
"28557","M","Yes",4,"Technology",8.78,1,"(7.8e+03,8e+03]",28,2016,9,3
"28558","M","Yes",4,"Office Supplies",5.248,2,"(6.6e+03,6.8e+03]",26,2014,9,2
"28559","M","Yes",4,"Technology",29.592,1,"(7.8e+03,8e+03]",29,2017,5,3
"28560","M","Yes",4,"Technology",79.984,2,"(7.6e+03,7.8e+03]",29,2017,9,4
"28561","M","Yes",4,"Office Supplies",24.1,5,"(6.8e+03,7e+03]",28,2016,9,2
"28562","M","Yes",4,"Office Supplies",29.52,4,"(6.6e+03,6.8e+03]",28,2016,9,2
"28563","M","Yes",4,"Office Supplies",18.528,4,"(6.8e+03,7e+03]",29,2017,3,2
"28564","M","Yes",4,"Office Supplies",11.96,2,"(6.6e+03,6.8e+03]",28,2016,9,2
"28565","M","Yes",4,"Office Supplies",23.34,3,"(6.8e+03,7e+03]",29,2017,9,2
"28566","M","Yes",4,"Furniture",161.568,2,"(6.2e+03,6.4e+03]",29,2017,9,1
"28567","M","Yes",4,"Office Supplies",38.256,3,"(6.4e+03,6.6e+03]",26,2014,9,2
"28568","M","Yes",4,"Office Supplies",148.704,6,"(7.2e+03,7.4e+03]",26,2014,9,2
"28569","M","Yes",4,"Office Supplies",40.24,5,"(7e+03,7.2e+03]",26,2014,9,2
"28570","M","Yes",4,"Office Supplies",5.607,1,"(6.8e+03,7e+03]",29,2017,9,2
"28571","M","Yes",4,"Furniture",629.064,3,"(6.4e+03,6.6e+03]",26,2014,11,1
"28572","M","Yes",4,"Technology",55.92,10,"(7.6e+03,7.8e+03]",26,2014,9,3
"28573","M","Yes",4,"Technology",29.925,5,"(7.6e+03,7.8e+03]",26,2014,9,3
"28574","M","Yes",4,"Office Supplies",376.74,4,"(6.4e+03,6.6e+03]",28,2016,9,2
"28575","M","Yes",4,"Office Supplies",26.4,5,"(6.6e+03,6.8e+03]",28,2016,9,2
"28576","M","Yes",4,"Office Supplies",4663.736,7,"(7.4e+03,7.6e+03]",29,2017,9,2
"28577","M","Yes",4,"Office Supplies",15.552,3,"(7.2e+03,7.4e+03]",29,2017,5,2
"28578","M","Yes",4,"Office Supplies",11.96,2,"(7.2e+03,7.4e+03]",26,2014,11,2
"28579","M","Yes",4,"Office Supplies",51.55,5,"(7.2e+03,7.4e+03]",29,2017,9,2
"28580","M","Yes",4,"Office Supplies",4.752,2,"(6.8e+03,7e+03]",29,2017,5,2
"28581","F","Yes",4,"Furniture",29.32,2,"(6.2e+03,6.4e+03]",28,2014,5,6
"28582","F","Yes",4,"Furniture",236.528,2,"(6.4e+03,6.6e+03]",31,2017,9,6
"28583","F","Yes",4,"Furniture",681.408,12,"(6e+03,6.2e+03]",29,2015,11,6
"28584","F","Yes",4,"Office Supplies",14.94,3,"(7e+03,7.2e+03]",30,2016,6,5
"28585","F","Yes",4,"Technology",751.984,2,"(7.8e+03,8e+03]",31,2017,4,4
"28586","F","Yes",4,"Office Supplies",23.66,7,"(7.2e+03,7.4e+03]",29,2015,11,5
"28587","F","Yes",4,"Office Supplies",11.16,2,"(6.4e+03,6.6e+03]",30,2016,6,5
"28588","F","Yes",4,"Office Supplies",18.72,5,"(6.6e+03,6.8e+03]",31,2017,9,5
"28589","F","Yes",4,"Office Supplies",360.38,2,"(7.4e+03,7.6e+03]",30,2016,6,5
"28590","F","Yes",4,"Office Supplies",75.6,2,"(6.4e+03,6.6e+03]",28,2014,5,5
"28591","F","Yes",2,"Office Supplies",19.536,3,"(6.6e+03,6.8e+03]",40,2014,1,5
"28592","F","Yes",2,"Technology",627.168,4,"(7.8e+03,8e+03]",43,2017,5,4
"28593","F","Yes",2,"Furniture",244.006,2,"(6.4e+03,6.6e+03]",42,2016,3,6
"28594","F","Yes",2,"Technology",279.95,5,"(7.4e+03,7.6e+03]",42,2016,9,4
"28595","F","Yes",2,"Technology",19.136,2,"(7.8e+03,8e+03]",42,2016,5,4
"28596","F","Yes",2,"Office Supplies",16.56,2,"(6.8e+03,7e+03]",42,2016,9,5
"28597","F","Yes",2,"Furniture",17.31,3,"(6.2e+03,6.4e+03]",43,2017,11,6
"28598","F","Yes",2,"Office Supplies",68.541,11,"(6.8e+03,7e+03]",43,2017,5,5
"28599","F","Yes",2,"Office Supplies",122.12,5,"(7e+03,7.2e+03]",43,2017,5,5
"28600","F","Yes",2,"Office Supplies",13.904,2,"(6.8e+03,7e+03]",43,2017,4,5
"28601","F","Yes",4,"Furniture",1139.92,4,"(6.2e+03,6.4e+03]",41,2014,3,6
"28602","F","Yes",4,"Furniture",455.97,5,"(6.4e+03,6.6e+03]",44,2017,2,6
"28603","F","Yes",4,"Furniture",73.32,6,"(6.2e+03,6.4e+03]",41,2014,6,6
"28604","F","Yes",4,"Office Supplies",5.715,5,"(6.8e+03,7e+03]",44,2017,2,5
"28605","F","Yes",4,"Office Supplies",25.92,4,"(7.2e+03,7.4e+03]",43,2016,4,5
"28606","F","Yes",4,"Furniture",899.43,5,"(6.2e+03,6.4e+03]",44,2017,2,6
"28607","F","Yes",4,"Office Supplies",7.58,1,"(6.6e+03,6.8e+03]",44,2017,9,5
"28608","F","Yes",4,"Office Supplies",59.808,3,"(6.8e+03,7e+03]",41,2014,6,5
"28609","F","Yes",4,"Furniture",30.144,2,"(6.4e+03,6.6e+03]",44,2017,2,6
"28610","F","Yes",4,"Furniture",159.92,4,"(6.2e+03,6.4e+03]",43,2016,4,6
"28611","F","Yes",4,"Technology",57.594,1,"(7.8e+03,8e+03]",44,2017,2,4
"28612","F","Yes",4,"Office Supplies",30,6,"(7e+03,7.2e+03]",43,2016,4,5
"28613","M","Yes",4,"Office Supplies",117.144,9,"(6.6e+03,6.8e+03]",48,2017,8,2
"28614","M","Yes",4,"Technology",431.968,4,"(7.8e+03,8e+03]",48,2017,8,3
"28615","M","Yes",4,"Furniture",54.528,3,"(6.2e+03,6.4e+03]",46,2015,4,1
"28616","M","Yes",4,"Furniture",67.36,2,"(6.2e+03,6.4e+03]",46,2015,4,1
"28617","M","Yes",4,"Technology",158.376,3,"(7.8e+03,8e+03]",46,2015,12,3
"28618","M","Yes",4,"Office Supplies",17.12,4,"(6.4e+03,6.6e+03]",48,2017,8,2
"28619","M","Yes",4,"Office Supplies",203.52,3,"(6.4e+03,6.6e+03]",48,2017,8,2
"28620","M","Yes",4,"Office Supplies",51.75,5,"(7e+03,7.2e+03]",48,2017,8,2
"28621","M","Yes",4,"Furniture",31.984,2,"(6.2e+03,6.4e+03]",45,2014,9,1
"28622","M","Yes",4,"Furniture",129.92,4,"(6.2e+03,6.4e+03]",48,2017,8,1
"28623","M","Yes",4,"Furniture",568.728,3,"(6.4e+03,6.6e+03]",48,2017,8,1
"28624","M","Yes",4,"Office Supplies",7.78,1,"(7.2e+03,7.4e+03]",48,2017,11,2
"28625","M","Yes",4,"Office Supplies",15.936,4,"(7e+03,7.2e+03]",72,2014,6,2
"28626","M","Yes",4,"Office Supplies",132.696,3,"(7.4e+03,7.6e+03]",72,2014,6,2
"28627","M","Yes",4,"Technology",239.9,2,"(7.8e+03,8e+03]",73,2015,12,3
"28628","M","Yes",4,"Furniture",104.23,7,"(6.2e+03,6.4e+03]",73,2015,8,1
"28629","M","Yes",4,"Office Supplies",26.88,8,"(7.2e+03,7.4e+03]",75,2017,3,2
"28630","M","Yes",4,"Office Supplies",29.61,9,"(7e+03,7.2e+03]",74,2016,7,2
"28631","M","Yes",4,"Office Supplies",195.64,4,"(7.2e+03,7.4e+03]",73,2015,12,2
"28632","M","Yes",4,"Furniture",61.544,7,"(6.2e+03,6.4e+03]",72,2014,6,1
"28633","M","Yes",4,"Office Supplies",70.26,3,"(7.4e+03,7.6e+03]",73,2015,8,2
"28634","F","Yes",4,"Technology",863.88,3,"(7.8e+03,8e+03]",50,2017,10,4
"28635","F","Yes",4,"Technology",148.48,2,"(7.8e+03,8e+03]",45,2014,11,3
"28636","F","Yes",4,"Office Supplies",25.76,7,"(7.4e+03,7.6e+03]",46,2015,12,5
"28637","F","Yes",4,"Office Supplies",67.56,3,"(6.6e+03,6.8e+03]",45,2014,11,5
"28638","F","Yes",4,"Office Supplies",896.99,5,"(6.8e+03,7e+03]",45,2014,11,5
"28639","F","Yes",4,"Furniture",836.592,8,"(6.4e+03,6.6e+03]",47,2016,3,6
"28640","F","Yes",4,"Furniture",39.98,2,"(6.2e+03,6.4e+03]",47,2016,9,6
"28641","F","Yes",4,"Office Supplies",75.88,2,"(7e+03,7.2e+03]",47,2016,6,5
"28642","F","Yes",4,"Office Supplies",262.336,8,"(7e+03,7.2e+03]",45,2014,11,5
"28643","F","Yes",4,"Office Supplies",75.48,2,"(6.6e+03,6.8e+03]",47,2016,9,5
"28644","F","Yes",4,"Technology",4899.93,7,"(7.6e+03,7.8e+03]",47,2016,3,4
"28645","F","Yes",4,"Office Supplies",362.92,2,"(7.4e+03,7.6e+03]",47,2016,3,5
"28646","F","Yes",4,"Office Supplies",1.234,1,"(6.6e+03,6.8e+03]",45,2014,11,5
"28647","F","Yes",4,"Technology",241.176,3,"(7.8e+03,8e+03]",45,2014,11,3
"28648","F","Yes",4,"Office Supplies",26.38,1,"(7.2e+03,7.4e+03]",47,2016,3,5
"28649","F","Yes",4,"Office Supplies",21.72,5,"(7.2e+03,7.4e+03]",45,2014,11,5
"28650","F","Yes",4,"Technology",299.94,6,"(7.6e+03,7.8e+03]",46,2015,12,4
"28651","F","No",1,"Office Supplies",39.9,5,"(7.2e+03,7.4e+03]",18,2017,9,5
"28652","F","No",1,"Office Supplies",14.67,3,"(6.6e+03,6.8e+03]",15,2014,11,5
"28653","F","No",1,"Office Supplies",11.07,3,"(7e+03,7.2e+03]",18,2017,12,5
"28654","F","No",1,"Office Supplies",94.85,5,"(7.2e+03,7.4e+03]",18,2017,9,5
"28655","F","No",1,"Office Supplies",21.6,6,"(7e+03,7.2e+03]",18,2017,12,5
"28656","F","No",1,"Office Supplies",90.86,7,"(6.4e+03,6.6e+03]",18,2017,9,5
"28657","F","Yes",2,"Office Supplies",5.08,1,"(7.2e+03,7.4e+03]",27,2016,11,5
"28658","F","Yes",2,"Office Supplies",49.5,5,"(7.4e+03,7.6e+03]",27,2016,11,5
"28659","F","Yes",2,"Office Supplies",53.72,4,"(7.4e+03,7.6e+03]",28,2017,8,5
"28660","F","Yes",2,"Furniture",163.88,2,"(6e+03,6.2e+03]",27,2016,9,6
"28661","F","Yes",2,"Office Supplies",54.816,3,"(7.2e+03,7.4e+03]",26,2015,4,5
"28662","F","Yes",2,"Office Supplies",31.104,6,"(7e+03,7.2e+03]",26,2015,4,5
"28663","M","Yes",4,"Technology",699.98,2,"(7.8e+03,8e+03]",27,2016,12,3
"28664","M","Yes",4,"Office Supplies",584.82,9,"(7.4e+03,7.6e+03]",27,2016,12,2
"28665","M","Yes",4,"Furniture",411.8,2,"(6.4e+03,6.6e+03]",28,2017,12,1
"28666","M","Yes",4,"Technology",199.95,5,"(7.4e+03,7.6e+03]",28,2017,12,3
"28667","M","Yes",4,"Office Supplies",11.632,2,"(7.4e+03,7.6e+03]",27,2016,7,2
"28668","M","Yes",4,"Technology",142.8,1,"(7.6e+03,7.8e+03]",28,2017,12,4
"28669","M","Yes",4,"Technology",84.99,1,"(7.4e+03,7.6e+03]",28,2017,12,3
"28670","M","Yes",4,"Furniture",1586.69,7,"(6.2e+03,6.4e+03]",28,2017,12,1
"28671","M","Yes",4,"Office Supplies",5.04,2,"(7.4e+03,7.6e+03]",27,2016,9,2
"28672","M","Yes",4,"Office Supplies",35.208,1,"(6.4e+03,6.6e+03]",26,2015,4,2
"28673","M","Yes",4,"Office Supplies",8.8,5,"(6.6e+03,6.8e+03]",28,2017,12,2
"28674","M","Yes",4,"Technology",399.95,5,"(7.6e+03,7.8e+03]",28,2017,12,4
"28675","M","Yes",4,"Office Supplies",23.968,2,"(7.4e+03,7.6e+03]",27,2016,8,2
"28676","M","Yes",4,"Technology",249.95,5,"(7.6e+03,7.8e+03]",27,2016,9,4
"28677","M","Yes",4,"Office Supplies",5.67,3,"(7e+03,7.2e+03]",28,2017,1,2
"28678","M","Yes",4,"Office Supplies",2.808,3,"(6.6e+03,6.8e+03]",26,2015,9,2
"28679","M","Yes",4,"Technology",286.4,1,"(7.8e+03,8e+03]",33,2016,5,3
"28680","M","Yes",4,"Technology",104.75,5,"(7.6e+03,7.8e+03]",34,2017,10,4
"28681","M","Yes",4,"Technology",21.21,7,"(7.6e+03,7.8e+03]",33,2016,12,4
"28682","M","Yes",4,"Furniture",23.56,5,"(6.2e+03,6.4e+03]",33,2016,4,1
"28683","M","Yes",4,"Office Supplies",78.272,2,"(6.4e+03,6.6e+03]",33,2016,4,2
"28684","M","Yes",4,"Technology",559.93,7,"(7.6e+03,7.8e+03]",32,2015,9,3
"28685","M","Yes",4,"Furniture",1272.63,6,"(6.4e+03,6.6e+03]",33,2016,4,1
"28686","M","Yes",4,"Furniture",122.352,3,"(6.2e+03,6.4e+03]",31,2014,10,1
"28687","M","Yes",4,"Technology",431.976,3,"(7.6e+03,7.8e+03]",33,2016,9,4
"28688","M","Yes",4,"Office Supplies",15.28,2,"(6.8e+03,7e+03]",31,2014,10,2
"28689","M","Yes",4,"Office Supplies",28.485,5,"(6.6e+03,6.8e+03]",33,2016,4,2
"28690","M","Yes",4,"Office Supplies",185.376,2,"(7.4e+03,7.6e+03]",33,2016,4,2
"28691","F","Yes",2,"Furniture",127.104,6,"(6.2e+03,6.4e+03]",35,2014,1,6
"28692","F","Yes",2,"Office Supplies",31.92,4,"(7.4e+03,7.6e+03]",38,2017,12,5
"28693","F","Yes",2,"Office Supplies",38.88,6,"(7.2e+03,7.4e+03]",38,2017,1,5
"28694","F","Yes",2,"Office Supplies",80.58,6,"(7.4e+03,7.6e+03]",37,2016,12,5
"28695","F","Yes",2,"Office Supplies",54.208,14,"(6.6e+03,6.8e+03]",35,2014,2,5
"28696","F","Yes",2,"Office Supplies",30.072,3,"(7e+03,7.2e+03]",35,2014,1,5
"28697","F","Yes",2,"Office Supplies",361.92,4,"(6.8e+03,7e+03]",37,2016,12,5
"28698","F","Yes",2,"Office Supplies",12.192,3,"(7.2e+03,7.4e+03]",37,2016,9,5
"28699","F","Yes",2,"Office Supplies",18.588,2,"(6.8e+03,7e+03]",35,2014,1,5
"28700","F","Yes",2,"Office Supplies",87.168,2,"(6.4e+03,6.6e+03]",37,2016,9,5
"28701","F","Yes",2,"Office Supplies",48.87,9,"(7.2e+03,7.4e+03]",38,2017,11,5
"28702","F","Yes",2,"Technology",124.2,3,"(7.8e+03,8e+03]",35,2014,1,3
"28703","F","Yes",2,"Furniture",109.48,2,"(6.4e+03,6.6e+03]",38,2017,12,6
"28704","F","Yes",2,"Office Supplies",272.94,3,"(7.4e+03,7.6e+03]",38,2017,12,5
"28705","F","Yes",2,"Office Supplies",8.952,2,"(6.6e+03,6.8e+03]",35,2014,2,5
"28706","F","Yes",2,"Office Supplies",31.744,2,"(6.6e+03,6.8e+03]",37,2016,9,5
"28707","F","Yes",2,"Office Supplies",19.44,3,"(7.2e+03,7.4e+03]",38,2017,12,5
"28708","F","Yes",3,"Technology",89.97,3,"(7.6e+03,7.8e+03]",22,2016,2,4
"28709","F","Yes",3,"Furniture",28.272,2,"(6.4e+03,6.6e+03]",23,2017,11,6
"28710","F","Yes",3,"Office Supplies",11.168,4,"(7e+03,7.2e+03]",22,2016,8,5
"28711","F","Yes",3,"Office Supplies",201.432,3,"(6.8e+03,7e+03]",20,2014,10,5
"28712","F","Yes",3,"Office Supplies",13.272,8,"(6.8e+03,7e+03]",23,2017,11,5
"28713","F","Yes",3,"Technology",479.952,6,"(7.6e+03,7.8e+03]",21,2015,2,4
"28714","F","Yes",3,"Office Supplies",499.584,3,"(6.4e+03,6.6e+03]",23,2017,11,5
"28715","F","Yes",3,"Technology",106.08,6,"(7.6e+03,7.8e+03]",22,2016,10,4
"28716","F","Yes",3,"Office Supplies",281.904,2,"(7.4e+03,7.6e+03]",20,2014,10,5
"28717","F","Yes",3,"Office Supplies",31.104,6,"(7.2e+03,7.4e+03]",23,2017,11,5
"28718","F","Yes",3,"Office Supplies",53.952,3,"(7.2e+03,7.4e+03]",22,2016,8,5
"28719","F","Yes",3,"Office Supplies",11.09,1,"(6.8e+03,7e+03]",22,2016,9,5
"28720","F","Yes",3,"Technology",1599.92,8,"(7.6e+03,7.8e+03]",22,2016,9,4
"28721","F","Yes",3,"Furniture",204.85,5,"(6.2e+03,6.4e+03]",21,2015,6,6
"28722","F","Yes",3,"Office Supplies",259.136,4,"(7.4e+03,7.6e+03]",23,2017,11,5
"28723","F","Yes",3,"Furniture",326.646,3,"(6e+03,6.2e+03]",22,2016,2,6
"28724","F","Yes",4,"Technology",55.76,4,"(7.6e+03,7.8e+03]",42,2017,8,4
"28725","F","Yes",4,"Office Supplies",50.136,3,"(7.4e+03,7.6e+03]",42,2017,5,5
"28726","F","Yes",4,"Office Supplies",8.26,2,"(6.8e+03,7e+03]",41,2016,4,5
"28727","F","Yes",4,"Furniture",207.184,1,"(6e+03,6.2e+03]",42,2017,8,6
"28728","F","Yes",4,"Office Supplies",12.72,3,"(6.6e+03,6.8e+03]",39,2014,11,5
"28729","F","Yes",4,"Office Supplies",62.28,4,"(7e+03,7.2e+03]",39,2014,11,5
"28730","F","Yes",4,"Office Supplies",31.128,3,"(6.6e+03,6.8e+03]",42,2017,8,5
"28731","F","Yes",4,"Office Supplies",1473.1,5,"(6.4e+03,6.6e+03]",42,2017,8,5
"28732","F","Yes",4,"Furniture",51.75,1,"(6.4e+03,6.6e+03]",42,2017,8,6
"28733","F","Yes",4,"Technology",707.88,3,"(7.8e+03,8e+03]",42,2017,8,4
"28734","F","Yes",4,"Office Supplies",11.952,3,"(6.8e+03,7e+03]",42,2017,8,5
"28735","F","Yes",4,"Furniture",388.704,6,"(6e+03,6.2e+03]",41,2016,4,6
"28736","F","Yes",4,"Office Supplies",25.5,3,"(7.4e+03,7.6e+03]",42,2017,11,5
"28737","F","Yes",4,"Office Supplies",11.52,4,"(6.6e+03,6.8e+03]",39,2014,11,5
"28738","F","Yes",4,"Office Supplies",34.4,5,"(7.2e+03,7.4e+03]",41,2016,4,5
"28739","F","Yes",4,"Office Supplies",17.04,4,"(6.6e+03,6.8e+03]",41,2016,4,5
"28740","F","Yes",4,"Office Supplies",24.56,2,"(7.2e+03,7.4e+03]",42,2017,8,5
"28741","F","Yes",4,"Office Supplies",51.84,8,"(7.2e+03,7.4e+03]",60,2016,7,5
"28742","F","Yes",4,"Furniture",15.168,2,"(6.2e+03,6.4e+03]",60,2016,1,6
"28743","F","Yes",4,"Office Supplies",551.985,5,"(6.8e+03,7e+03]",58,2014,12,5
"28744","F","Yes",4,"Furniture",27.42,3,"(6.2e+03,6.4e+03]",60,2016,7,6
"28745","F","Yes",4,"Office Supplies",197.05,7,"(6.4e+03,6.6e+03]",60,2016,8,5
"28746","F","Yes",4,"Office Supplies",37.68,2,"(6.4e+03,6.6e+03]",60,2016,7,5
"28747","F","Yes",4,"Office Supplies",5.4,3,"(6.8e+03,7e+03]",60,2016,7,5
"28748","F","Yes",4,"Furniture",50.496,6,"(6.2e+03,6.4e+03]",60,2016,11,6
"28749","F","Yes",2,"Office Supplies",9.856,4,"(7e+03,7.2e+03]",19,2017,9,5
"28750","F","Yes",2,"Technology",2575.944,7,"(7.8e+03,8e+03]",18,2016,12,4
"28751","F","Yes",2,"Technology",99.99,1,"(7.6e+03,7.8e+03]",18,2016,4,4
"28752","F","Yes",2,"Office Supplies",251.52,6,"(6.8e+03,7e+03]",18,2016,4,5
"28753","F","Yes",2,"Technology",225.576,3,"(7.8e+03,8e+03]",17,2015,6,3
"28754","F","Yes",2,"Furniture",351.216,3,"(6.4e+03,6.6e+03]",16,2014,7,6
"28755","F","Yes",2,"Office Supplies",71.632,11,"(6.6e+03,6.8e+03]",16,2014,6,5
"28756","F","Yes",2,"Technology",263.96,5,"(7.8e+03,8e+03]",16,2014,6,3
"28757","F","Yes",2,"Technology",479.988,2,"(7.6e+03,7.8e+03]",17,2015,11,4
"28758","F","Yes",2,"Office Supplies",9.328,1,"(6.4e+03,6.6e+03]",16,2014,6,5
"28759","F","Yes",2,"Technology",254.24,7,"(7.6e+03,7.8e+03]",18,2016,12,4
"28760","F","Yes",2,"Office Supplies",64.68,7,"(6.6e+03,6.8e+03]",17,2015,8,5
"28761","F","Yes",2,"Office Supplies",45.36,7,"(7.2e+03,7.4e+03]",18,2016,12,5
"28762","F","Yes",2,"Office Supplies",1793.98,2,"(6.8e+03,7e+03]",18,2016,12,5
"28763","F","Yes",4,"Furniture",213.216,3,"(6.2e+03,6.4e+03]",57,2014,7,6
"28764","F","Yes",4,"Office Supplies",25.92,5,"(7.2e+03,7.4e+03]",59,2016,9,5
"28765","F","Yes",4,"Office Supplies",15.808,8,"(7e+03,7.2e+03]",59,2016,9,5
"28766","F","Yes",4,"Technology",19.99,1,"(7.6e+03,7.8e+03]",58,2015,9,4
"28767","F","Yes",4,"Office Supplies",9.81,5,"(6.8e+03,7e+03]",57,2014,7,5
"28768","F","Yes",4,"Office Supplies",772.68,4,"(7.4e+03,7.6e+03]",58,2015,9,5
"28769","F","Yes",4,"Furniture",19.52,2,"(6.2e+03,6.4e+03]",57,2014,7,6
"28770","F","Yes",4,"Furniture",210.68,2,"(6.2e+03,6.4e+03]",58,2015,9,6
"28771","F","Yes",4,"Office Supplies",78.8,1,"(7.4e+03,7.6e+03]",58,2015,9,5
"28772","F","Yes",4,"Office Supplies",10.368,2,"(7.2e+03,7.4e+03]",59,2016,9,5
"28773","M","Yes",2,"Office Supplies",26.72,5,"(7.2e+03,7.4e+03]",19,2017,11,2
"28774","M","Yes",2,"Furniture",1.988,1,"(6.2e+03,6.4e+03]",19,2017,4,1
"28775","M","Yes",2,"Office Supplies",21.48,6,"(7e+03,7.2e+03]",18,2016,7,2
"28776","F","Yes",4,"Office Supplies",10.67,1,"(7e+03,7.2e+03]",23,2015,10,5
"28777","F","Yes",4,"Office Supplies",29.2,5,"(6.6e+03,6.8e+03]",23,2015,12,5
"28778","F","Yes",4,"Technology",248.85,5,"(7.6e+03,7.8e+03]",23,2015,12,4
"28779","F","Yes",4,"Office Supplies",15.84,3,"(7.2e+03,7.4e+03]",22,2014,4,5
"28780","F","Yes",4,"Office Supplies",5.22,2,"(7e+03,7.2e+03]",25,2017,1,5
"28781","F","Yes",4,"Technology",36.24,1,"(7.6e+03,7.8e+03]",23,2015,12,4
"28782","F","Yes",4,"Office Supplies",49.44,3,"(6.8e+03,7e+03]",24,2016,11,5
"28783","F","Yes",4,"Furniture",24.1,5,"(6.2e+03,6.4e+03]",23,2015,10,6
"28784","F","Yes",4,"Office Supplies",154.9,5,"(6.4e+03,6.6e+03]",22,2014,4,5
"28785","F","Yes",4,"Technology",79.99,1,"(7.4e+03,7.6e+03]",23,2015,8,4
"28786","F","Yes",4,"Technology",263.96,4,"(7.8e+03,8e+03]",23,2015,11,3
"28787","F","Yes",4,"Technology",494.376,3,"(7.8e+03,8e+03]",23,2015,12,3
"28788","F","Yes",4,"Technology",1049.93,7,"(7.8e+03,8e+03]",22,2014,4,3
"28789","F","Yes",4,"Office Supplies",87.92,4,"(7.4e+03,7.6e+03]",25,2017,7,5
"28790","F","Yes",4,"Furniture",33.11,7,"(6.2e+03,6.4e+03]",23,2015,10,6
"28791","F","Yes",4,"Technology",167.968,4,"(7.8e+03,8e+03]",25,2017,7,4
"28792","F","Yes",4,"Office Supplies",36.63,3,"(7.4e+03,7.6e+03]",23,2015,10,5
"28793","F","Yes",4,"Office Supplies",36.84,3,"(7.2e+03,7.4e+03]",23,2015,2,5
"28794","F","Yes",4,"Office Supplies",87.71,7,"(7e+03,7.2e+03]",23,2015,2,5
