ProductCategory,Sales,Quantity,gender,MaritalStatus,Familysize,Prodbin,Age,year,month
Office Supplies,32.775999999999996,1,M,Yes,4,4,31,2017,12
Office Supplies,55.983999999999995,2,M,Yes,2,4,43,2014,10
Office Supplies,14.48,5,M,Yes,2,6,43,2014,10
Technology,142.488,3,M,Yes,2,9,43,2014,10
Office Supplies,73.28,4,M,Yes,2,3,43,2015,3
Office Supplies,7.152,3,M,Yes,2,4,44,2015,8
Furniture,375.4575,3,M,Yes,2,3,44,2015,11
Technology,83.976,3,M,Yes,2,9,44,2015,11
Office Supplies,17.34,3,M,Yes,2,7,44,2016,5
Technology,84.95,5,M,Yes,2,10,45,2017,3
Office Supplies,25.344,6,M,Yes,2,7,45,2017,6
Office Supplies,43.92,5,M,Yes,2,5,45,2017,6
Office Supplies,272.94,3,M,Yes,2,8,45,2017,6
Office Supplies,102.72,3,M,Yes,2,5,46,2017,8
Office Supplies,10.78,5,F,Yes,3,5,17,2014,10
Technology,119.976,3,F,Yes,3,9,17,2014,10
Office Supplies,121.792,4,F,Yes,3,3,17,2014,10
Furniture,409.59,3,F,Yes,3,3,17,2014,10
Office Supplies,191.88,6,F,Yes,3,8,17,2014,12
Furniture,3083.43,7,F,Yes,3,1,18,2015,9
Office Supplies,9.618,2,F,Yes,3,4,18,2015,9
Furniture,124.2,3,F,Yes,3,3,18,2015,9
Office Supplies,3.264,2,F,Yes,3,5,18,2015,9
Office Supplies,86.304,6,F,Yes,3,4,18,2015,9
Office Supplies,6.858,6,F,Yes,3,5,18,2015,9
Office Supplies,15.76,2,F,Yes,3,4,18,2015,9
Office Supplies,141.76,5,F,Yes,3,6,18,2015,9
Technology,239.8,5,F,Yes,3,9,18,2015,9
Office Supplies,31.104,6,F,Yes,3,7,18,2015,9
Office Supplies,34.44,3,F,Yes,3,7,18,2015,10
Furniture,14.368,2,F,Yes,3,2,18,2016,2
Office Supplies,15.192,3,F,Yes,3,5,20,2017,7
Office Supplies,58.32,9,F,Yes,3,7,20,2017,7
Office Supplies,19.05,3,F,Yes,3,7,20,2017,9
Technology,196.77599999999998,3,F,Yes,3,10,16,2014,9
Office Supplies,2.92,2,F,Yes,3,4,16,2014,9
Furniture,200.795,1,F,Yes,3,3,16,2014,9
Technology,46.688,4,F,Yes,3,9,16,2014,9
Office Supplies,21.864,3,F,Yes,3,4,16,2014,9
Office Supplies,52.06399999999999,4,F,Yes,3,4,17,2014,11
Office Supplies,24.56,2,F,Yes,3,8,17,2015,6
Technology,600.53,2,F,Yes,3,9,18,2015,12
Office Supplies,59.903999999999996,2,F,Yes,3,4,18,2015,12
Technology,637.44,8,F,Yes,3,9,18,2015,12
Furniture,51.756,3,F,Yes,3,2,18,2015,12
Office Supplies,46.53,3,F,Yes,3,8,18,2016,9
Office Supplies,128.34,6,F,Yes,3,8,18,2016,9
Technology,604.768,4,F,Yes,3,10,19,2017,1
Office Supplies,32.896,4,F,Yes,3,6,19,2017,7
Furniture,215.148,2,F,Yes,3,3,19,2017,7
Office Supplies,30.96,6,F,Yes,3,7,19,2017,7
Furniture,145.9,5,F,Yes,3,2,19,2017,7
Office Supplies,23.68,2,F,Yes,3,6,20,2017,11
Office Supplies,501.81,3,F,Yes,3,8,20,2017,11
Furniture,767.2139999999999,14,M,Yes,4,2,67,2014,12
Office Supplies,6.24,2,M,Yes,4,4,67,2015,11
Office Supplies,7.8,3,M,Yes,4,4,69,2017,11
Furniture,34.92,4,M,Yes,4,2,69,2017,11
Office Supplies,18.336,2,F,Yes,4,4,63,2014,2
Technology,180.96,5,F,Yes,4,10,63,2014,2
Office Supplies,56.82,3,F,Yes,4,5,65,2016,2
Office Supplies,104.28,3,F,Yes,4,8,65,2016,5
Office Supplies,17.94,3,F,Yes,4,7,65,2016,5
Furniture,39.92,4,F,Yes,4,2,66,2016,10
Furniture,526.344,4,F,Yes,4,2,67,2017,7
Furniture,1212.96,8,F,Yes,4,1,21,2014,5
Technology,2.97,3,F,Yes,4,9,22,2014,7
Office Supplies,6.54,3,F,Yes,4,6,22,2014,7
Office Supplies,23.68,2,F,Yes,4,6,22,2015,1
Furniture,452.45,5,F,Yes,4,1,22,2015,1
Technology,62.982,3,F,Yes,4,10,22,2015,1
Technology,1188.0,9,F,Yes,4,9,22,2015,1
Technology,89.584,2,F,Yes,4,8,22,2015,1
Office Supplies,5.28,3,F,Yes,4,4,22,2015,2
Furniture,21.36,8,F,Yes,4,2,23,2015,9
Furniture,661.176,2,F,Yes,4,3,24,2016,10
Technology,100.0,4,F,Yes,4,9,24,2016,10
Technology,359.98,2,F,Yes,4,9,24,2016,10
Office Supplies,21.336,7,F,Yes,4,5,24,2017,2
Office Supplies,1247.64,3,F,Yes,4,8,25,2017,11
Office Supplies,559.62,9,F,Yes,4,8,25,2017,12
Office Supplies,109.92,2,F,Yes,4,7,25,2017,12
Office Supplies,8.56,2,F,Yes,4,7,25,2017,12
Office Supplies,26.4,5,F,Yes,4,7,32,2015,9
Office Supplies,41.88,6,F,Yes,4,8,32,2015,9
Office Supplies,15.08,2,F,Yes,4,5,32,2015,9
Furniture,24.288,3,F,Yes,4,2,32,2015,9
Furniture,6.688,4,F,Yes,4,3,32,2015,12
Furniture,23.076,3,F,Yes,4,3,32,2016,1
Office Supplies,25.92,5,F,Yes,4,7,32,2016,1
Office Supplies,7.152,3,F,Yes,4,5,33,2016,5
Technology,179.7,6,F,Yes,4,10,33,2016,5
Office Supplies,15.712,4,F,Yes,4,5,33,2016,8
Office Supplies,22.92,3,F,Yes,4,7,33,2016,10
Technology,1649.95,5,F,Yes,4,9,33,2016,12
Furniture,111.9,6,F,Yes,4,2,33,2016,12
Office Supplies,5.553,3,F,Yes,4,4,33,2016,12
Office Supplies,5.76,2,F,Yes,4,6,34,2017,4
Office Supplies,29.932,7,F,Yes,4,4,28,2014,7
Technology,38.272,4,F,Yes,4,10,28,2014,7
Technology,339.96,5,F,Yes,4,10,29,2015,11
Furniture,63.98,7,F,Yes,4,2,29,2015,11
Office Supplies,64.384,4,F,Yes,4,3,30,2016,6
Furniture,6.984,2,F,Yes,4,2,30,2016,6
Office Supplies,11.264000000000001,8,F,Yes,4,4,30,2016,6
Office Supplies,15.552,3,F,Yes,4,6,30,2016,6
Furniture,379.37199999999996,2,F,Yes,4,1,30,2016,6
Office Supplies,67.536,9,F,Yes,4,8,30,2016,6
Office Supplies,1.524,2,F,Yes,4,5,30,2016,6
Office Supplies,4.928,2,F,Yes,4,6,30,2016,10
Office Supplies,1117.92,4,F,Yes,4,8,30,2016,11
Office Supplies,6.672000000000001,3,F,Yes,4,5,31,2017,8
Technology,689.408,4,F,Yes,4,10,31,2017,8
Office Supplies,15.28,2,F,Yes,4,6,31,2017,11
Office Supplies,2934.33,7,M,Yes,4,8,42,2014,11
Furniture,124.41,3,M,Yes,4,2,42,2014,11
Office Supplies,57.75,5,M,Yes,4,4,42,2014,11
Office Supplies,15.7,5,M,Yes,4,7,43,2015,11
Technology,1199.976,3,M,Yes,4,9,43,2016,4
Office Supplies,41.92,4,M,Yes,4,7,44,2016,9
Technology,329.584,2,M,Yes,4,10,44,2016,9
Office Supplies,750.68,2,M,Yes,4,8,45,2017,12
Technology,135.95,1,M,Yes,4,10,49,2016,6
Furniture,217.584,2,M,Yes,4,1,49,2016,11
Technology,82.95,5,M,Yes,4,8,49,2016,11
Office Supplies,87.71,7,M,Yes,4,6,49,2016,11
Office Supplies,1101.48,4,M,Yes,4,3,49,2016,11
Office Supplies,11.232000000000001,3,M,Yes,4,4,49,2016,12
Office Supplies,6.57,3,M,Yes,4,3,50,2017,9
Furniture,80.96,4,M,Yes,4,2,50,2017,9
Technology,455.712,2,M,Yes,4,10,50,2017,9
Office Supplies,25.98,1,M,Yes,4,4,50,2017,9
Office Supplies,6.12,3,M,Yes,4,5,29,2014,3
Furniture,1184.72,4,M,Yes,4,3,29,2014,3
Technology,239.976,3,M,Yes,4,9,30,2014,9
Furniture,63.94,1,M,Yes,4,3,32,2016,9
Office Supplies,60.6,5,M,Yes,4,5,32,2016,9
Office Supplies,22.72,4,M,Yes,4,8,32,2016,9
Office Supplies,176.04,4,M,Yes,4,3,32,2017,3
Office Supplies,16.02,9,M,Yes,4,4,32,2017,3
Office Supplies,185.92,4,M,Yes,4,5,32,2017,3
Technology,211.168,4,M,Yes,4,9,32,2017,3
Technology,479.98400000000004,2,M,Yes,4,9,32,2017,3
Office Supplies,146.86,7,M,Yes,4,5,32,2017,4
Office Supplies,36.56,4,M,Yes,4,4,32,2017,4
Office Supplies,19.456,4,F,Yes,4,4,27,2014,2
Furniture,185.58,6,F,Yes,4,2,29,2016,7
Office Supplies,77.56,2,F,Yes,4,5,29,2016,7
Office Supplies,87.92,4,F,Yes,4,8,29,2016,7
Office Supplies,245.94,6,F,Yes,4,6,29,2016,7
Office Supplies,8.6,1,F,Yes,4,4,29,2016,7
Furniture,504.9,5,F,Yes,4,1,29,2016,7
Technology,125.7,6,F,Yes,4,10,30,2016,10
Technology,191.98,2,F,Yes,4,10,30,2016,10
Office Supplies,20.86,7,F,Yes,4,8,30,2016,10
Office Supplies,18.368,2,F,Yes,4,6,30,2017,2
Furniture,600.558,3,F,Yes,4,2,30,2017,2
Office Supplies,50.352,3,F,Yes,4,8,30,2017,2
Office Supplies,28.031999999999996,6,F,Yes,4,4,30,2017,2
Furniture,7.692,1,F,Yes,4,3,30,2017,2
Office Supplies,39.624,3,F,Yes,4,5,31,2017,10
Office Supplies,294.62,5,F,Yes,4,3,31,2017,12
Furniture,8.752,4,F,Yes,4,2,31,2017,12
Office Supplies,10.368,2,F,Yes,2,7,22,2014,9
Office Supplies,166.84,5,F,Yes,2,3,22,2014,9
Technology,15.216,1,F,Yes,2,9,22,2014,9
Office Supplies,12.575999999999999,4,F,Yes,2,6,23,2015,4
Technology,49.61600000000001,2,F,Yes,2,9,25,2017,3
Office Supplies,10.68,1,F,Yes,2,8,26,2017,12
Furniture,337.176,2,F,Yes,4,3,59,2016,6
Office Supplies,20.1,3,F,Yes,4,4,59,2016,9
Technology,73.584,2,F,Yes,4,10,59,2016,9
Office Supplies,6.48,1,F,Yes,4,6,59,2016,9
Office Supplies,129.3,2,F,Yes,4,8,60,2017,6
Office Supplies,11.568,3,F,Yes,4,5,60,2017,6
Office Supplies,81.36,5,F,Yes,4,8,60,2017,11
Office Supplies,20.232,8,F,Yes,4,5,60,2017,11
Office Supplies,389.056,4,F,Yes,4,3,60,2017,11
Office Supplies,20.736,4,F,Yes,4,7,60,2017,11
Office Supplies,41.472,8,F,Yes,4,7,60,2017,11
Office Supplies,5.247999999999999,4,M,Yes,2,4,19,2014,6
Office Supplies,48.94,1,M,Yes,2,7,19,2014,9
Office Supplies,43.176,3,M,Yes,2,4,19,2014,11
Technology,1983.9679999999998,4,M,Yes,2,10,19,2014,11
Office Supplies,8.652000000000001,3,M,Yes,2,3,20,2015,4
Office Supplies,23.831999999999997,3,M,Yes,2,8,20,2015,4
Office Supplies,12.175999999999998,4,M,Yes,2,4,20,2015,4
Office Supplies,2.88,5,M,Yes,2,4,20,2015,7
Furniture,384.944,4,M,Yes,2,1,20,2015,7
Technology,153.584,2,M,Yes,2,10,20,2015,7
Furniture,913.43,5,M,Yes,2,1,20,2015,7
Office Supplies,63.77,7,M,Yes,2,6,20,2015,11
Technology,50.97,3,M,Yes,2,10,20,2015,11
Office Supplies,96.08,2,M,Yes,2,7,20,2015,11
Office Supplies,118.25,5,M,Yes,2,8,21,2016,9
Furniture,368.97,3,M,Yes,2,1,21,2016,9
Office Supplies,200.06400000000002,3,M,Yes,2,8,22,2017,8
Office Supplies,21.38,5,M,Yes,2,4,22,2017,8
Office Supplies,6.744,4,M,Yes,2,5,22,2017,8
Office Supplies,46.672,2,M,Yes,2,5,22,2017,12
Furniture,119.833,1,M,Yes,2,1,22,2017,12
Technology,119.98,2,M,Yes,2,9,22,2017,12
Office Supplies,122.48,2,M,Yes,4,8,33,2014,12
Furniture,2244.48,7,M,Yes,4,3,33,2014,12
Office Supplies,62.31,3,M,Yes,4,5,33,2014,12
Furniture,455.1,2,M,Yes,4,3,33,2014,12
Office Supplies,79.36,4,M,Yes,4,4,34,2015,2
Office Supplies,8.26,2,M,Yes,4,5,34,2015,6
Office Supplies,29.84,2,M,Yes,4,5,34,2015,6
Technology,67.98,2,M,Yes,4,9,34,2015,6
Office Supplies,12.9,2,M,Yes,4,7,35,2016,11
Office Supplies,348.208,7,M,Yes,4,8,36,2017,1
Office Supplies,35.784,7,M,Yes,4,5,36,2017,1
Office Supplies,16.98,1,M,Yes,4,5,36,2017,4
Technology,3359.952,6,M,Yes,4,9,36,2017,5
Furniture,268.935,3,M,Yes,4,3,41,2014,6
Office Supplies,182.94,3,M,Yes,4,5,41,2014,9
Furniture,366.744,4,M,Yes,4,2,43,2016,5
Furniture,120.98,1,M,Yes,4,1,43,2016,10
Office Supplies,315.98,1,M,Yes,4,5,43,2016,10
Office Supplies,4.553999999999999,3,M,Yes,4,5,44,2017,6
Office Supplies,5.2,2,M,Yes,4,3,44,2017,6
Technology,205.99200000000002,1,M,Yes,4,9,44,2017,6
Office Supplies,15.552,3,M,Yes,4,6,44,2017,6
Technology,503.96,5,M,Yes,4,10,44,2017,6
Office Supplies,24.471999999999998,7,M,Yes,4,3,44,2017,6
Furniture,241.56799999999998,2,M,Yes,4,1,44,2017,6
Technology,110.4,2,M,Yes,4,9,44,2017,6
Furniture,103.936,4,M,Yes,4,2,40,2014,9
Furniture,43.13,1,M,Yes,4,2,41,2015,3
Furniture,10.02,3,M,Yes,4,2,41,2015,8
Office Supplies,144.12,3,M,Yes,4,7,41,2015,8
Office Supplies,64.78399999999999,1,M,Yes,4,8,41,2015,11
Office Supplies,15.552,3,M,Yes,4,7,41,2015,11
Office Supplies,223.888,7,M,Yes,4,5,41,2015,11
Office Supplies,62.04,4,M,Yes,4,8,43,2017,12
Technology,494.97,3,M,Yes,4,10,43,2017,12
Office Supplies,367.96,4,M,Yes,4,8,43,2017,12
Office Supplies,44.96,2,M,Yes,4,7,43,2017,12
Office Supplies,182.94,3,M,Yes,4,5,43,2017,12
Office Supplies,19.98,1,F,Yes,4,6,79,2015,10
Office Supplies,398.352,3,F,Yes,4,5,79,2015,10
Office Supplies,5.04,3,F,Yes,4,4,79,2015,10
Office Supplies,17.45,5,F,Yes,4,6,79,2015,10
Furniture,323.13599999999997,4,F,Yes,4,2,79,2015,10
Office Supplies,29.7,3,F,Yes,4,8,79,2015,10
Technology,1295.84,4,F,Yes,4,10,79,2015,10
Office Supplies,46.84,2,F,Yes,4,8,79,2015,10
Furniture,425.833,1,F,Yes,4,1,79,2015,10
Office Supplies,4.98,1,F,Yes,4,7,80,2015,12
Office Supplies,839.43,3,F,Yes,4,3,82,2017,12
Furniture,127.95,3,F,Yes,4,2,60,2014,9
Furniture,273.96,2,F,Yes,4,3,62,2016,11
Technology,89.97,3,F,Yes,4,8,62,2016,11
Furniture,756.8,5,F,Yes,4,2,62,2016,11
Office Supplies,10.36,2,F,Yes,4,5,62,2017,6
Furniture,1403.92,5,F,Yes,4,1,65,2014,12
Furniture,692.472,11,F,Yes,4,2,66,2015,11
Office Supplies,727.296,8,M,Yes,3,8,23,2016,8
Furniture,22.608,3,M,Yes,3,3,23,2016,8
Technology,666.4,7,M,Yes,3,9,23,2016,8
Office Supplies,14.4,5,M,Yes,3,4,24,2017,1
Technology,619.95,5,M,Yes,3,9,24,2017,1
Office Supplies,89.52,4,M,Yes,3,4,24,2017,1
Technology,350.973,3,M,Yes,3,9,24,2017,1
Technology,164.99,1,M,Yes,3,10,24,2017,1
Office Supplies,5.247999999999999,2,M,Yes,3,4,24,2017,3
Technology,35.91,3,M,Yes,3,9,24,2017,3
Furniture,6.696000000000001,1,M,Yes,3,2,24,2017,3
Furniture,43.872,2,M,Yes,3,2,24,2017,3
Office Supplies,4.842,3,M,Yes,3,4,24,2017,4
Furniture,220.704,6,M,Yes,3,2,24,2017,4
Furniture,458.43,5,M,Yes,3,1,24,2017,5
Office Supplies,29.84,2,M,Yes,3,5,24,2017,5
Technology,1169.694,3,M,Yes,3,10,24,2017,9
Technology,52.44,4,M,Yes,3,9,24,2017,11
Office Supplies,96.08,2,M,Yes,3,7,24,2017,12
Office Supplies,3.62,2,M,Yes,3,6,24,2017,12
Office Supplies,629.1,6,M,Yes,3,6,24,2017,12
Technology,90.48,2,M,Yes,3,10,24,2017,12
Furniture,244.00599999999997,2,F,Yes,4,3,36,2015,5
Office Supplies,15.936,4,F,Yes,4,6,36,2015,5
Office Supplies,89.568,2,F,Yes,4,7,37,2016,1
Furniture,315.776,8,F,Yes,4,2,37,2016,1
Office Supplies,35.952,3,F,Yes,4,8,38,2016,9
Furniture,2396.2656,4,F,Yes,4,1,38,2016,9
Office Supplies,131.136,4,F,Yes,4,8,38,2016,9
Technology,57.583999999999996,2,F,Yes,4,8,38,2016,9
Office Supplies,49.12,4,F,Yes,4,6,38,2017,6
Office Supplies,34.848,2,F,Yes,4,3,39,2017,7
Technology,22.0,5,F,Yes,4,10,39,2017,7
Office Supplies,4.368,3,F,Yes,4,4,39,2017,7
Technology,13.48,1,F,Yes,4,9,39,2017,9
Office Supplies,40.29,3,F,Yes,4,8,39,2017,9
Office Supplies,38.71,7,F,Yes,4,5,39,2017,9
Office Supplies,211.96,4,F,Yes,4,8,76,2014,9
Furniture,107.772,2,F,Yes,4,2,77,2015,3
Office Supplies,7.9,2,F,Yes,4,6,79,2017,3
Office Supplies,221.16,4,F,Yes,4,8,79,2017,3
Office Supplies,127.96,2,F,Yes,4,4,79,2017,3
Office Supplies,18.69,3,F,Yes,4,4,79,2017,3
Office Supplies,30.96,8,F,Yes,3,5,17,2014,8
Technology,99.98,2,F,Yes,3,9,17,2014,10
Office Supplies,31.05,3,F,Yes,3,6,17,2014,12
Furniture,60.84,3,F,Yes,3,2,17,2015,6
Office Supplies,450.04,2,F,Yes,3,8,17,2015,6
Office Supplies,34.6,2,F,Yes,3,5,17,2015,6
Technology,467.97,3,F,Yes,3,10,17,2015,6
Office Supplies,33.02,2,F,Yes,3,5,17,2015,6
Office Supplies,9.872,2,F,Yes,3,4,18,2015,11
Furniture,683.332,4,F,Yes,3,1,18,2015,11
Office Supplies,29.96,7,F,Yes,3,7,18,2015,11
Technology,24.0,2,F,Yes,3,9,20,2017,10
Office Supplies,15.552,3,F,Yes,3,7,20,2017,10
Technology,26.176,2,F,Yes,3,9,20,2017,10
Technology,179.95,5,F,Yes,3,8,20,2017,12
Technology,1199.976,3,F,Yes,3,9,20,2017,12
Office Supplies,27.15,5,F,Yes,3,7,20,2017,12
Furniture,1004.0239999999999,7,F,Yes,3,3,20,2017,12
Office Supplies,9.68,1,F,Yes,3,7,20,2017,12
Office Supplies,28.35,9,F,Yes,3,6,20,2017,12
Office Supplies,55.98,1,F,Yes,3,7,20,2017,12
Furniture,1336.829,13,F,Yes,3,1,20,2017,12
Furniture,113.568,2,F,Yes,3,2,20,2017,12
Office Supplies,14.352,3,F,Yes,2,4,67,2014,10
Technology,179.97,3,F,Yes,2,9,67,2014,10
Technology,279.96,4,F,Yes,2,10,67,2014,11
Office Supplies,12.912,3,F,Yes,2,4,67,2014,11
Office Supplies,17.088,4,F,Yes,2,4,67,2014,11
Office Supplies,93.15,9,F,Yes,2,6,67,2014,11
Office Supplies,11.52,4,F,Yes,2,6,67,2014,11
Technology,47.976000000000006,3,F,Yes,2,10,69,2015,12
Office Supplies,13.38,2,F,Yes,2,6,69,2016,5
Office Supplies,173.488,7,F,Yes,2,6,69,2016,6
Furniture,126.3,3,F,Yes,2,2,70,2017,11
Technology,38.04,2,F,Yes,2,9,70,2017,11
Office Supplies,10.368,2,M,Yes,2,7,18,2014,7
Office Supplies,14.352,3,M,Yes,2,7,18,2014,7
Office Supplies,25.96,2,M,Yes,2,3,18,2014,9
Office Supplies,36.27,3,M,Yes,2,3,18,2014,9
Office Supplies,6.48,1,M,Yes,2,6,18,2014,9
Furniture,435.999,3,M,Yes,2,1,18,2014,9
Technology,83.984,2,M,Yes,2,10,18,2014,9
Technology,619.95,5,M,Yes,2,9,19,2015,10
Technology,29.16,3,M,Yes,2,10,19,2015,10
Office Supplies,57.96,7,M,Yes,2,5,19,2015,10
Office Supplies,29.403000000000002,3,M,Yes,2,3,19,2015,10
Office Supplies,60.45,3,M,Yes,2,4,20,2015,11
Office Supplies,11.52,4,M,Yes,2,4,20,2015,11
Furniture,186.048,4,M,Yes,2,1,20,2015,11
Office Supplies,2.907,3,M,Yes,2,5,20,2016,9
Office Supplies,221.92,4,M,Yes,2,6,21,2017,3
Technology,26.0,2,M,Yes,2,9,21,2017,3
Office Supplies,180.96,2,M,Yes,2,5,21,2017,5
Office Supplies,914.97,3,M,Yes,2,5,21,2017,5
Technology,587.97,3,M,Yes,2,10,21,2017,5
Office Supplies,530.34,2,M,Yes,2,8,21,2017,5
Office Supplies,14.94,3,M,Yes,2,7,21,2017,5
Office Supplies,9.64,2,M,Yes,2,5,22,2017,11
Technology,826.62,3,M,Yes,2,9,22,2017,11
Office Supplies,1633.14,9,M,Yes,2,8,22,2017,11
Office Supplies,544.38,3,M,Yes,2,8,22,2017,11
Office Supplies,1.824,1,M,Yes,2,5,22,2017,11
Furniture,46.94,1,M,Yes,2,3,22,2017,11
Technology,143.73,9,M,Yes,2,9,22,2017,11
Technology,73.98,2,F,Yes,4,10,37,2015,12
Furniture,160.98,1,F,Yes,4,1,37,2015,12
Office Supplies,17.34,3,F,Yes,4,7,37,2015,12
Office Supplies,3.28,1,F,Yes,4,4,37,2015,12
Technology,316.0,4,F,Yes,4,9,38,2016,1
Office Supplies,6.3,2,F,Yes,4,6,38,2016,7
Technology,837.6,3,F,Yes,4,9,38,2016,10
Office Supplies,62.96,4,F,Yes,4,5,39,2017,4
Office Supplies,1801.632,6,F,Yes,4,8,39,2017,8
Office Supplies,83.88,1,F,Yes,4,7,39,2017,8
Office Supplies,152.65,5,F,Yes,4,6,39,2017,10
Furniture,22.72,1,F,Yes,4,2,39,2017,10
Office Supplies,8.56,2,F,Yes,2,4,33,2014,8
Technology,213.48,3,F,Yes,2,10,33,2014,8
Office Supplies,22.72,4,F,Yes,2,5,33,2014,8
Furniture,71.12,4,F,Yes,2,2,34,2016,4
Technology,259.96,4,F,Yes,2,10,34,2016,4
Furniture,16.72,5,F,Yes,2,3,34,2016,5
Technology,823.96,5,F,Yes,2,10,35,2016,7
Office Supplies,15.984000000000002,2,F,Yes,2,7,35,2016,7
Office Supplies,61.44,3,F,Yes,2,3,36,2017,6
Office Supplies,3.392,1,M,Yes,4,3,42,2014,11
Technology,559.984,2,M,Yes,4,10,42,2014,11
Furniture,603.92,5,M,Yes,4,1,42,2014,11
Office Supplies,16.9,5,M,Yes,4,4,43,2015,12
Furniture,25.08,6,M,Yes,4,3,43,2015,12
Technology,445.96,5,M,Yes,4,10,43,2016,2
Technology,36.24,1,M,Yes,4,9,43,2016,2
Office Supplies,10.65,3,M,Yes,4,6,43,2016,2
Office Supplies,5.16,2,M,Yes,4,4,45,2017,11
Technology,821.3,4,F,Yes,4,9,39,2014,3
Technology,22638.48,6,F,Yes,4,9,39,2014,3
Office Supplies,21.375999999999998,4,F,Yes,4,7,39,2014,3
Office Supplies,8.016,3,F,Yes,4,4,39,2014,3
Furniture,30.768,2,F,Yes,4,3,39,2014,3
Office Supplies,18.936,3,F,Yes,4,6,39,2014,3
Furniture,122.352,3,F,Yes,4,2,39,2014,3
Office Supplies,3.488,2,F,Yes,4,8,40,2015,8
Technology,21.728,4,F,Yes,4,8,40,2015,8
Office Supplies,663.072,6,F,Yes,4,8,40,2015,8
Office Supplies,99.588,2,F,Yes,4,5,40,2015,8
Office Supplies,49.568000000000005,2,F,Yes,4,7,40,2015,8
Office Supplies,9.96,2,F,Yes,4,7,41,2015,12
Furniture,526.45,5,F,Yes,4,2,42,2017,7
Office Supplies,7.968,2,F,Yes,4,7,42,2017,10
Office Supplies,53.72,4,M,No,1,8,25,2014,7
Office Supplies,8187.65,5,M,No,1,8,25,2014,7
Furniture,77.92,8,M,No,1,3,25,2014,7
Office Supplies,375.34,1,M,No,1,8,25,2014,8
Office Supplies,4.96,4,M,No,1,6,25,2015,6
Office Supplies,98.352,3,M,No,1,5,26,2015,11
Technology,377.97,3,M,No,1,10,26,2015,11
Office Supplies,42.28,7,M,No,1,7,26,2015,11
Furniture,299.97,3,M,No,1,1,26,2015,11
Technology,89.98,2,M,No,1,10,26,2015,11
Technology,1979.9279999999999,9,M,No,1,10,26,2016,5
Office Supplies,25.92,5,M,No,1,7,26,2016,6
Furniture,419.68,5,M,No,1,2,26,2016,6
Furniture,11.687999999999999,3,M,No,1,3,26,2016,6
Technology,31.984,2,M,No,1,9,26,2016,6
Furniture,177.225,5,M,No,1,3,26,2016,6
Furniture,4.044,3,M,No,1,2,26,2016,6
Office Supplies,7.4079999999999995,2,M,No,1,4,26,2016,6
Office Supplies,283.14,4,M,No,1,3,27,2016,7
Technology,635.96,4,M,No,1,10,27,2016,7
Technology,118.99,1,M,No,1,10,27,2016,7
Furniture,272.94,3,M,No,1,2,27,2016,7
Office Supplies,27.791999999999998,3,M,No,1,5,27,2016,12
Office Supplies,478.24,8,M,No,1,5,27,2017,4
Office Supplies,1.824,2,M,No,1,6,27,2017,5
Office Supplies,18.32,5,M,No,1,3,27,2017,5
Office Supplies,48.816,3,M,No,1,8,27,2017,5
Office Supplies,1.188,1,M,No,1,5,27,2017,5
Technology,22.0,5,M,No,1,10,28,2017,11
Technology,699.93,7,F,Yes,4,10,40,2014,1
Office Supplies,22.96,7,F,Yes,4,4,40,2014,1
Furniture,38.6,4,F,Yes,4,2,40,2014,1
Office Supplies,6.63,3,F,Yes,4,4,40,2014,1
Office Supplies,23.34,3,F,Yes,4,5,40,2014,1
Furniture,1067.94,3,F,Yes,4,1,40,2014,1
Furniture,34.79,7,F,Yes,4,2,40,2014,5
Technology,440.91,9,F,Yes,4,10,43,2016,6
Office Supplies,15.648,2,F,Yes,4,5,43,2016,10
Office Supplies,22.58,2,F,Yes,4,8,44,2017,10
Technology,10499.97,3,F,Yes,4,9,44,2017,11
Office Supplies,13.48,2,M,Yes,4,6,48,2016,3
Office Supplies,29.8,5,M,Yes,4,5,48,2016,3
Furniture,414.0,8,M,Yes,4,3,48,2016,3
Office Supplies,41.328,7,M,Yes,4,4,48,2016,3
Office Supplies,454.56,5,M,Yes,4,8,48,2017,1
Furniture,141.42,5,M,Yes,4,2,48,2017,1
Furniture,310.744,4,M,Yes,4,2,48,2017,1
Office Supplies,12.735999999999999,4,M,Yes,4,4,48,2017,1
Office Supplies,6.47,5,M,Yes,4,4,48,2017,1
Office Supplies,13.748,14,M,Yes,4,4,48,2017,1
Office Supplies,15.224,2,M,Yes,4,3,48,2017,1
Furniture,908.82,9,M,Yes,4,2,49,2017,4
Furniture,418.296,3,M,Yes,4,3,49,2017,8
Furniture,77.952,3,M,Yes,4,2,49,2017,10
Office Supplies,147.184,2,M,Yes,4,8,49,2017,10
Office Supplies,47.952,3,M,Yes,4,6,49,2017,10
Technology,74.112,8,M,Yes,4,9,49,2017,11
Technology,27.991999999999997,1,M,Yes,4,10,49,2017,11
Office Supplies,3.304,1,M,Yes,4,3,49,2017,11
Office Supplies,357.93,3,F,Yes,4,8,40,2014,9
Technology,57.4,5,F,Yes,4,9,40,2014,9
Office Supplies,331.96,2,F,Yes,4,5,40,2014,9
Furniture,40.56,2,F,Yes,4,2,40,2014,9
Furniture,84.272,2,F,Yes,4,2,42,2016,9
Office Supplies,7.04,4,F,Yes,4,4,43,2017,4
Technology,11199.968,4,F,Yes,4,9,44,2017,10
Technology,2399.6,8,F,Yes,4,10,44,2017,10
