"BillNumber","BillDate","CustomerID","ProductID","ProductCategory","Sales","Quantity"
"B42288",2017-08-21,"C13934","PR6887","Office Supplies",32.088,7
"B42288",2017-08-21,"C13934","PR6803","Office Supplies",4305.552,6
"B42326",2017-08-21,"C14890","PR6588","Office Supplies",17.12,4
"B42326",2017-08-21,"C14890","PR7960","Technology",431.968,4
"B42326",2017-08-21,"C14890","PR6254","Furniture",129.92,4
"B42326",2017-08-21,"C14890","PR6440","Furniture",568.728,3
"B42326",2017-08-21,"C14890","PR6783","Office Supplies",117.144,9
"B42326",2017-08-21,"C14890","PR6548","Office Supplies",203.52,3
"B42326",2017-08-21,"C14890","PR7071","Office Supplies",51.75,5
"B40704",2017-08-21,"C14798","PR7402","Office Supplies",237.096,3
"B40704",2017-08-21,"C14798","PR6284","Furniture",22.752,3
"B40704",2017-08-21,"C14798","PR7253","Office Supplies",6.672,1
"B40622",2017-08-21,"C13776","PR7156","Office Supplies",277.4,5
"B40622",2017-08-21,"C13776","PR6393","Furniture",25.16,2
"B40622",2017-08-21,"C13776","PR6427","Furniture",91.92,4
"B45793",2017-08-21,"C14046","PR6240","Furniture",388.704,6
"B45793",2017-08-21,"C14046","PR7401","Office Supplies",572.58,6
"B45793",2017-08-21,"C14046","PR7586","Technology",33.18,2
"B46265",2017-08-21,"C13245","PR7328","Office Supplies",83.88,1
"B45914",2017-08-21,"C13475","PR7033","Office Supplies",35,7
"B45914",2017-08-21,"C13475","PR7534","Office Supplies",37.24,4
"B45914",2017-08-21,"C13475","PR7007","Office Supplies",15.28,2
"B46479",2017-08-21,"C13378","PR6161","Furniture",866.4,4
"B47297",2017-08-21,"C13027","PR6887","Office Supplies",32.088,7
"B47297",2017-08-21,"C13027","PR6803","Office Supplies",4305.552,6
"B47335",2017-08-21,"C14819","PR6588","Office Supplies",17.12,4
"B47335",2017-08-21,"C14819","PR7960","Technology",431.968,4
"B47335",2017-08-21,"C14819","PR6254","Furniture",129.92,4
"B47335",2017-08-21,"C14819","PR6440","Furniture",568.728,3
"B47335",2017-08-21,"C14819","PR6783","Office Supplies",117.144,9
"B47335",2017-08-21,"C14819","PR6548","Office Supplies",203.52,3
"B47335",2017-08-21,"C14819","PR7071","Office Supplies",51.75,5
"B45713",2017-08-21,"C13281","PR7402","Office Supplies",237.096,3
"B45713",2017-08-21,"C13281","PR6284","Furniture",22.752,3
"B45713",2017-08-21,"C13281","PR7253","Office Supplies",6.672,1
"B45631",2017-08-21,"C13108","PR7156","Office Supplies",277.4,5
"B45631",2017-08-21,"C13108","PR6393","Furniture",25.16,2
"B45631",2017-08-21,"C13108","PR6427","Furniture",91.92,4
"B37421",2017-08-22,"C13271","PR6453","Furniture",314.532,2
"B35974",2017-08-22,"C14841","PR6444","Furniture",210.008,1
"B42430",2017-08-22,"C13584","PR6453","Furniture",314.532,2
"B40983",2017-08-22,"C14313","PR6444","Furniture",210.008,1
"B47439",2017-08-22,"C14088","PR6453","Furniture",314.532,2
"B45992",2017-08-22,"C12826","PR6444","Furniture",210.008,1
"B35940",2017-08-23,"C12971","PR7836","Technology",4367.896,13
"B35940",2017-08-23,"C12971","PR7144","Office Supplies",49.568,2
"B35940",2017-08-23,"C12971","PR6553","Office Supplies",161.376,6
"B35940",2017-08-23,"C12971","PR6308","Furniture",2.784,2
"B35940",2017-08-23,"C12971","PR7134","Office Supplies",8.72,5
"B40949",2017-08-23,"C14492","PR7836","Technology",4367.896,13
"B40949",2017-08-23,"C14492","PR7144","Office Supplies",49.568,2
"B40949",2017-08-23,"C14492","PR6553","Office Supplies",161.376,6
"B40949",2017-08-23,"C14492","PR6308","Furniture",2.784,2
"B40949",2017-08-23,"C14492","PR7134","Office Supplies",8.72,5
"B45958",2017-08-23,"C13905","PR7836","Technology",4367.896,13
"B45958",2017-08-23,"C13905","PR7144","Office Supplies",49.568,2
"B45958",2017-08-23,"C13905","PR6553","Office Supplies",161.376,6
"B45958",2017-08-23,"C13905","PR6308","Furniture",2.784,2
"B45958",2017-08-23,"C13905","PR7134","Office Supplies",8.72,5
"B35824",2017-08-24,"C13979","PR6906","Office Supplies",24.672,4
"B35824",2017-08-24,"C13979","PR6754","Office Supplies",3.744,1
"B36139",2017-08-24,"C12673","PR6506","Office Supplies",646.272,8
"B36139",2017-08-24,"C12673","PR7268","Office Supplies",10.368,2
"B40833",2017-08-24,"C14110","PR6906","Office Supplies",24.672,4
"B40833",2017-08-24,"C14110","PR6754","Office Supplies",3.744,1
"B41148",2017-08-24,"C14109","PR6506","Office Supplies",646.272,8
"B41148",2017-08-24,"C14109","PR7268","Office Supplies",10.368,2
"B45842",2017-08-24,"C13395","PR6906","Office Supplies",24.672,4
"B45842",2017-08-24,"C13395","PR6754","Office Supplies",3.744,1
"B46157",2017-08-24,"C12580","PR6506","Office Supplies",646.272,8
"B46157",2017-08-24,"C12580","PR7268","Office Supplies",10.368,2
"B35379",2017-08-25,"C12765","PR6698","Office Supplies",9.728,2
"B35379",2017-08-25,"C12765","PR7133","Office Supplies",3.424,1
"B35639",2017-08-25,"C13660","PR7238","Office Supplies",192.16,5
"B37295",2017-08-25,"C13189","PR7517","Office Supplies",25.696,2
"B36542",2017-08-25,"C14178","PR6124","Furniture",130.98,2
"B40388",2017-08-25,"C13874","PR6698","Office Supplies",9.728,2
"B40388",2017-08-25,"C13874","PR7133","Office Supplies",3.424,1
"B40648",2017-08-25,"C14853","PR7238","Office Supplies",192.16,5
"B42304",2017-08-25,"C13121","PR7517","Office Supplies",25.696,2
"B41551",2017-08-25,"C13705","PR6124","Furniture",130.98,2
"B45397",2017-08-25,"C12901","PR6698","Office Supplies",9.728,2
"B45397",2017-08-25,"C12901","PR7133","Office Supplies",3.424,1
"B45657",2017-08-25,"C13657","PR7238","Office Supplies",192.16,5
"B47313",2017-08-25,"C13338","PR7517","Office Supplies",25.696,2
"B46560",2017-08-25,"C14562","PR6124","Furniture",130.98,2
"B36491",2017-08-26,"C14797","PR6257","Furniture",64.96,5
"B36005",2017-08-26,"C14824","PR7411","Office Supplies",53.72,4
"B35929",2017-08-26,"C12618","PR7573","Technology",71.98,2
"B41500",2017-08-26,"C13917","PR6257","Furniture",64.96,5
"B41014",2017-08-26,"C14792","PR7411","Office Supplies",53.72,4
"B40938",2017-08-26,"C13052","PR7573","Technology",71.98,2
"B46509",2017-08-26,"C14353","PR6257","Furniture",64.96,5
"B46023",2017-08-26,"C13268","PR7411","Office Supplies",53.72,4
"B45947",2017-08-26,"C13126","PR7573","Technology",71.98,2
"B37430",2017-08-27,"C13978","PR6486","Furniture",1488.424,7
"B35953",2017-08-27,"C14008","PR7166","Office Supplies",12.672,3
"B35953",2017-08-27,"C14008","PR7622","Technology",1119.888,14
"B36027",2017-08-27,"C13096","PR7393","Office Supplies",5.184,1
"B36590",2017-08-27,"C13681","PR6353","Furniture",198.46,2
"B36590",2017-08-27,"C13681","PR6512","Office Supplies",321.92,4
"B36590",2017-08-27,"C13681","PR7717","Technology",879.984,2
"B36590",2017-08-27,"C13681","PR7549","Office Supplies",28.4,5
"B36590",2017-08-27,"C13681","PR6245","Furniture",230.28,3
"B36590",2017-08-27,"C13681","PR7207","Office Supplies",116.28,3
"B36590",2017-08-27,"C13681","PR6891","Office Supplies",841.568,2
"B36590",2017-08-27,"C13681","PR7449","Office Supplies",354.9,5
"B37445",2017-08-27,"C14746","PR7479","Office Supplies",63.84,8
"B37445",2017-08-27,"C14746","PR7807","Technology",347.97,3
"B37445",2017-08-27,"C14746","PR6906","Office Supplies",37.008,6
"B36447",2017-08-27,"C14850","PR6688","Office Supplies",5.952,1
"B36614",2017-08-27,"C13079","PR6429","Furniture",120.576,8
"B37528",2017-08-27,"C12985","PR7003","Office Supplies",2.896,1
"B35381",2017-08-27,"C13487","PR6503","Office Supplies",14.336,4
"B42439",2017-08-27,"C12962","PR6486","Furniture",1488.424,7
"B40962",2017-08-27,"C14862","PR7166","Office Supplies",12.672,3
"B40962",2017-08-27,"C14862","PR7622","Technology",1119.888,14
"B41036",2017-08-27,"C14536","PR7393","Office Supplies",5.184,1
"B41599",2017-08-27,"C13416","PR6353","Furniture",198.46,2
"B41599",2017-08-27,"C13416","PR6512","Office Supplies",321.92,4
"B41599",2017-08-27,"C13416","PR7717","Technology",879.984,2
"B41599",2017-08-27,"C13416","PR7549","Office Supplies",28.4,5
"B41599",2017-08-27,"C13416","PR6245","Furniture",230.28,3
"B41599",2017-08-27,"C13416","PR7207","Office Supplies",116.28,3
"B41599",2017-08-27,"C13416","PR6891","Office Supplies",841.568,2
"B41599",2017-08-27,"C13416","PR7449","Office Supplies",354.9,5
"B42454",2017-08-27,"C14198","PR7479","Office Supplies",63.84,8
"B42454",2017-08-27,"C14198","PR7807","Technology",347.97,3
"B42454",2017-08-27,"C14198","PR6906","Office Supplies",37.008,6
"B41456",2017-08-27,"C12903","PR6688","Office Supplies",5.952,1
"B41623",2017-08-27,"C13447","PR6429","Furniture",120.576,8
"B42537",2017-08-27,"C12559","PR7003","Office Supplies",2.896,1
"B40390",2017-08-27,"C13329","PR6503","Office Supplies",14.336,4
"B47448",2017-08-27,"C14681","PR6486","Furniture",1488.424,7
"B45971",2017-08-27,"C14121","PR7166","Office Supplies",12.672,3
"B45971",2017-08-27,"C14121","PR7622","Technology",1119.888,14
"B46045",2017-08-27,"C14867","PR7393","Office Supplies",5.184,1
"B46608",2017-08-27,"C14929","PR6353","Furniture",198.46,2
"B46608",2017-08-27,"C14929","PR6512","Office Supplies",321.92,4
"B46608",2017-08-27,"C14929","PR7717","Technology",879.984,2
"B46608",2017-08-27,"C14929","PR7549","Office Supplies",28.4,5
"B46608",2017-08-27,"C14929","PR6245","Furniture",230.28,3
"B46608",2017-08-27,"C14929","PR7207","Office Supplies",116.28,3
"B46608",2017-08-27,"C14929","PR6891","Office Supplies",841.568,2
"B46608",2017-08-27,"C14929","PR7449","Office Supplies",354.9,5
"B47463",2017-08-27,"C13132","PR7479","Office Supplies",63.84,8
"B47463",2017-08-27,"C13132","PR7807","Technology",347.97,3
"B47463",2017-08-27,"C13132","PR6906","Office Supplies",37.008,6
"B46465",2017-08-27,"C12624","PR6688","Office Supplies",5.952,1
"B46632",2017-08-27,"C14447","PR6429","Furniture",120.576,8
"B47546",2017-08-27,"C12870","PR7003","Office Supplies",2.896,1
"B45399",2017-08-27,"C13001","PR6503","Office Supplies",14.336,4
"B35875",2017-08-28,"C12959","PR7819","Technology",35.168,4
"B35875",2017-08-28,"C12959","PR6432","Furniture",1137.75,5
"B35875",2017-08-28,"C12959","PR6816","Office Supplies",99.68,5
"B35875",2017-08-28,"C12959","PR6713","Office Supplies",5.56,2
"B37558",2017-08-28,"C14716","PR7559","Office Supplies",21.81,3
"B37558",2017-08-28,"C14716","PR6525","Office Supplies",91.6,5
"B36294",2017-08-28,"C13740","PR7283","Office Supplies",25.344,6
"B36294",2017-08-28,"C13740","PR7215","Office Supplies",26.72,5
"B40884",2017-08-28,"C14674","PR7819","Technology",35.168,4
"B40884",2017-08-28,"C14674","PR6432","Furniture",1137.75,5
"B40884",2017-08-28,"C14674","PR6816","Office Supplies",99.68,5
"B40884",2017-08-28,"C14674","PR6713","Office Supplies",5.56,2
"B42567",2017-08-28,"C12762","PR7559","Office Supplies",21.81,3
"B42567",2017-08-28,"C12762","PR6525","Office Supplies",91.6,5
"B41303",2017-08-28,"C14403","PR7283","Office Supplies",25.344,6
"B41303",2017-08-28,"C14403","PR7215","Office Supplies",26.72,5
"B45893",2017-08-28,"C12726","PR7819","Technology",35.168,4
"B45893",2017-08-28,"C12726","PR6432","Furniture",1137.75,5
"B45893",2017-08-28,"C12726","PR6816","Office Supplies",99.68,5
"B45893",2017-08-28,"C12726","PR6713","Office Supplies",5.56,2
"B47576",2017-08-28,"C13777","PR7559","Office Supplies",21.81,3
"B47576",2017-08-28,"C13777","PR6525","Office Supplies",91.6,5
"B46312",2017-08-28,"C14633","PR7283","Office Supplies",25.344,6
"B46312",2017-08-28,"C14633","PR7215","Office Supplies",26.72,5
"B36231",2017-08-29,"C14207","PR7119","Office Supplies",47.36,4
"B36231",2017-08-29,"C14207","PR7525","Office Supplies",27.44,2
"B36231",2017-08-29,"C14207","PR6832","Office Supplies",3.24,9
"B35440",2017-08-29,"C14230","PR6652","Office Supplies",9.408,7
"B35374",2017-08-29,"C12717","PR6367","Furniture",148.02,3
"B41240",2017-08-29,"C14747","PR7119","Office Supplies",47.36,4
"B41240",2017-08-29,"C14747","PR7525","Office Supplies",27.44,2
"B41240",2017-08-29,"C14747","PR6832","Office Supplies",3.24,9
"B40449",2017-08-29,"C14376","PR6652","Office Supplies",9.408,7
"B40383",2017-08-29,"C14871","PR6367","Furniture",148.02,3
"B46249",2017-08-29,"C14351","PR7119","Office Supplies",47.36,4
"B46249",2017-08-29,"C14351","PR7525","Office Supplies",27.44,2
"B46249",2017-08-29,"C14351","PR6832","Office Supplies",3.24,9
"B45458",2017-08-29,"C13053","PR6652","Office Supplies",9.408,7
"B45392",2017-08-29,"C14919","PR6367","Furniture",148.02,3
"B36013",2017-08-31,"C13478","PR6536","Office Supplies",638.73,9
"B35512",2017-08-31,"C13499","PR6914","Office Supplies",6.672,3
"B35512",2017-08-31,"C13499","PR7871","Technology",689.408,4
"B35681",2017-08-31,"C14498","PR7659","Technology",659.9,2
"B36427",2017-08-31,"C14588","PR6200","Furniture",569.568,2
"B36427",2017-08-31,"C14588","PR7480","Office Supplies",149.73,7
"B36543",2017-08-31,"C12906","PR7411","Office Supplies",10.744,1
"B36543",2017-08-31,"C12906","PR7018","Office Supplies",8.376,3
"B35913",2017-08-31,"C13542","PR7550","Office Supplies",6.208,2
"B36006",2017-08-31,"C12638","PR7457","Office Supplies",193.95,3
"B37433",2017-08-31,"C13414","PR7132","Office Supplies",229.544,7
"B41022",2017-08-31,"C14194","PR6536","Office Supplies",638.73,9
"B40521",2017-08-31,"C13575","PR6914","Office Supplies",6.672,3
"B40521",2017-08-31,"C13575","PR7871","Technology",689.408,4
"B40690",2017-08-31,"C13844","PR7659","Technology",659.9,2
"B41436",2017-08-31,"C14038","PR6200","Furniture",569.568,2
"B41436",2017-08-31,"C14038","PR7480","Office Supplies",149.73,7
"B41552",2017-08-31,"C13298","PR7411","Office Supplies",10.744,1
"B41552",2017-08-31,"C13298","PR7018","Office Supplies",8.376,3
"B40922",2017-08-31,"C13173","PR7550","Office Supplies",6.208,2
"B41015",2017-08-31,"C12849","PR7457","Office Supplies",193.95,3
"B42442",2017-08-31,"C14179","PR7132","Office Supplies",229.544,7
"B46031",2017-08-31,"C12910","PR6536","Office Supplies",638.73,9
"B45530",2017-08-31,"C14533","PR6914","Office Supplies",6.672,3
"B45530",2017-08-31,"C14533","PR7871","Technology",689.408,4
"B45699",2017-08-31,"C14349","PR7659","Technology",659.9,2
"B46445",2017-08-31,"C14175","PR6200","Furniture",569.568,2
"B46445",2017-08-31,"C14175","PR7480","Office Supplies",149.73,7
"B46561",2017-08-31,"C14745","PR7411","Office Supplies",10.744,1
"B46561",2017-08-31,"C14745","PR7018","Office Supplies",8.376,3
"B45931",2017-08-31,"C14126","PR7550","Office Supplies",6.208,2
"B46024",2017-08-31,"C14649","PR7457","Office Supplies",193.95,3
"B47451",2017-08-31,"C14222","PR7132","Office Supplies",229.544,7
"B35984",2017-09-01,"C13882","PR6427","Furniture",114.9,5
"B36268",2017-09-01,"C14446","PR6244","Furniture",498.26,7
"B37434",2017-09-01,"C14818","PR6619","Office Supplies",7.58,1
"B35919",2017-09-01,"C12717","PR6507","Office Supplies",314.6,4
"B35919",2017-09-01,"C12717","PR6456","Furniture",283.56,4
"B35528",2017-09-01,"C14665","PR7625","Technology",19.99,1
"B35528",2017-09-01,"C14665","PR6887","Office Supplies",22.92,5
"B40993",2017-09-01,"C14578","PR6427","Furniture",114.9,5
"B41277",2017-09-01,"C13570","PR6244","Furniture",498.26,7
"B42443",2017-09-01,"C13076","PR6619","Office Supplies",7.58,1
"B40928",2017-09-01,"C14871","PR6507","Office Supplies",314.6,4
"B40928",2017-09-01,"C14871","PR6456","Furniture",283.56,4
"B40537",2017-09-01,"C14279","PR7625","Technology",19.99,1
"B40537",2017-09-01,"C14279","PR6887","Office Supplies",22.92,5
"B46002",2017-09-01,"C13227","PR6427","Furniture",114.9,5
"B46286",2017-09-01,"C13853","PR6244","Furniture",498.26,7
"B47452",2017-09-01,"C13829","PR6619","Office Supplies",7.58,1
"B45937",2017-09-01,"C14919","PR6507","Office Supplies",314.6,4
"B45937",2017-09-01,"C14919","PR6456","Furniture",283.56,4
"B45546",2017-09-01,"C13858","PR7625","Technology",19.99,1
"B45546",2017-09-01,"C13858","PR6887","Office Supplies",22.92,5
"B36505",2017-09-02,"C14096","PR6604","Office Supplies",23.1,2
"B36505",2017-09-02,"C14096","PR6289","Furniture",11.54,2
"B36505",2017-09-02,"C14096","PR6448","Furniture",254.526,1
"B36505",2017-09-02,"C14096","PR6497","Office Supplies",12.98,1
"B36505",2017-09-02,"C14096","PR6956","Office Supplies",26.432,8
"B36505",2017-09-02,"C14096","PR7934","Technology",197.97,3
"B36505",2017-09-02,"C14096","PR7079","Office Supplies",18.9,6
"B36505",2017-09-02,"C14096","PR6216","Furniture",1282.41,5
"B36505",2017-09-02,"C14096","PR6733","Office Supplies",4.92,3
"B36505",2017-09-02,"C14096","PR7653","Technology",238,2
"B36505",2017-09-02,"C14096","PR7572","Technology",167.97,3
"B36505",2017-09-02,"C14096","PR7350","Office Supplies",17.12,4
"B36295",2017-09-02,"C13861","PR6891","Office Supplies",1577.94,3
"B35820",2017-09-02,"C13099","PR6646","Office Supplies",9.4,5
"B35820",2017-09-02,"C13099","PR7119","Office Supplies",74,5
"B35820",2017-09-02,"C13099","PR7921","Technology",201.584,2
"B36107",2017-09-02,"C14574","PR7838","Technology",1199.8,4
"B36107",2017-09-02,"C14574","PR7702","Technology",1928.78,7
"B36107",2017-09-02,"C14574","PR7515","Office Supplies",352.38,2
"B35638",2017-09-02,"C14481","PR6354","Furniture",15.072,3
"B37533",2017-09-02,"C14816","PR6754","Office Supplies",18.72,5
"B37533",2017-09-02,"C14816","PR6483","Furniture",236.528,2
"B35580",2017-09-02,"C12877","PR7033","Office Supplies",16,4
"B35580",2017-09-02,"C12877","PR6558","Office Supplies",5.588,2
"B35580",2017-09-02,"C12877","PR7516","Office Supplies",235.92,5
"B35401",2017-09-02,"C12939","PR7091","Office Supplies",11.696,2
"B35615",2017-09-02,"C14114","PR7672","Technology",40.68,3
"B36730",2017-09-02,"C13465","PR6520","Office Supplies",43.1,5
"B36730",2017-09-02,"C13465","PR6405","Furniture",511.5,5
"B36730",2017-09-02,"C13465","PR6930","Office Supplies",147.92,5
"B35568",2017-09-02,"C12768","PR6596","Office Supplies",6.57,3
"B35632",2017-09-02,"C12735","PR7268","Office Supplies",12.192,3
"B35585",2017-09-02,"C13975","PR6212","Furniture",215.976,3
"B36255",2017-09-02,"C12940","PR7434","Office Supplies",10.9,1
"B36255",2017-09-02,"C12940","PR7136","Office Supplies",79.92,4
"B36255",2017-09-02,"C12940","PR7284","Office Supplies",146.82,3
"B41514",2017-09-02,"C12751","PR6604","Office Supplies",23.1,2
"B41514",2017-09-02,"C12751","PR6289","Furniture",11.54,2
"B41514",2017-09-02,"C12751","PR6448","Furniture",254.526,1
"B41514",2017-09-02,"C12751","PR6497","Office Supplies",12.98,1
"B41514",2017-09-02,"C12751","PR6956","Office Supplies",26.432,8
"B41514",2017-09-02,"C12751","PR7934","Technology",197.97,3
"B41514",2017-09-02,"C12751","PR7079","Office Supplies",18.9,6
"B41514",2017-09-02,"C12751","PR6216","Furniture",1282.41,5
"B41514",2017-09-02,"C12751","PR6733","Office Supplies",4.92,3
"B41514",2017-09-02,"C12751","PR7653","Technology",238,2
"B41514",2017-09-02,"C12751","PR7572","Technology",167.97,3
"B41514",2017-09-02,"C12751","PR7350","Office Supplies",17.12,4
"B41304",2017-09-02,"C12974","PR6891","Office Supplies",1577.94,3
"B40829",2017-09-02,"C14658","PR6646","Office Supplies",9.4,5
"B40829",2017-09-02,"C14658","PR7119","Office Supplies",74,5
"B40829",2017-09-02,"C14658","PR7921","Technology",201.584,2
"B41116",2017-09-02,"C14213","PR7838","Technology",1199.8,4
"B41116",2017-09-02,"C14213","PR7702","Technology",1928.78,7
"B41116",2017-09-02,"C14213","PR7515","Office Supplies",352.38,2
"B40647",2017-09-02,"C14436","PR6354","Furniture",15.072,3
"B42542",2017-09-02,"C14761","PR6754","Office Supplies",18.72,5
"B42542",2017-09-02,"C14761","PR6483","Furniture",236.528,2
"B40589",2017-09-02,"C13342","PR7033","Office Supplies",16,4
"B40589",2017-09-02,"C13342","PR6558","Office Supplies",5.588,2
"B40589",2017-09-02,"C13342","PR7516","Office Supplies",235.92,5
"B40410",2017-09-02,"C12584","PR7091","Office Supplies",11.696,2
"B40624",2017-09-02,"C12610","PR7672","Technology",40.68,3
"B41739",2017-09-02,"C13795","PR6520","Office Supplies",43.1,5
"B41739",2017-09-02,"C13795","PR6405","Furniture",511.5,5
"B41739",2017-09-02,"C13795","PR6930","Office Supplies",147.92,5
"B40577",2017-09-02,"C14538","PR6596","Office Supplies",6.57,3
"B40641",2017-09-02,"C13731","PR7268","Office Supplies",12.192,3
"B40594",2017-09-02,"C14599","PR6212","Furniture",215.976,3
"B41264",2017-09-02,"C14113","PR7434","Office Supplies",10.9,1
"B41264",2017-09-02,"C14113","PR7136","Office Supplies",79.92,4
"B41264",2017-09-02,"C14113","PR7284","Office Supplies",146.82,3
"B46523",2017-09-02,"C14012","PR6604","Office Supplies",23.1,2
"B46523",2017-09-02,"C14012","PR6289","Furniture",11.54,2
"B46523",2017-09-02,"C14012","PR6448","Furniture",254.526,1
"B46523",2017-09-02,"C14012","PR6497","Office Supplies",12.98,1
"B46523",2017-09-02,"C14012","PR6956","Office Supplies",26.432,8
"B46523",2017-09-02,"C14012","PR7934","Technology",197.97,3
"B46523",2017-09-02,"C14012","PR7079","Office Supplies",18.9,6
"B46523",2017-09-02,"C14012","PR6216","Furniture",1282.41,5
"B46523",2017-09-02,"C14012","PR6733","Office Supplies",4.92,3
"B46523",2017-09-02,"C14012","PR7653","Technology",238,2
"B46523",2017-09-02,"C14012","PR7572","Technology",167.97,3
"B46523",2017-09-02,"C14012","PR7350","Office Supplies",17.12,4
"B46313",2017-09-02,"C12927","PR6891","Office Supplies",1577.94,3
"B45838",2017-09-02,"C13573","PR6646","Office Supplies",9.4,5
"B45838",2017-09-02,"C13573","PR7119","Office Supplies",74,5
"B45838",2017-09-02,"C13573","PR7921","Technology",201.584,2
"B46125",2017-09-02,"C13582","PR7838","Technology",1199.8,4
"B46125",2017-09-02,"C13582","PR7702","Technology",1928.78,7
"B46125",2017-09-02,"C13582","PR7515","Office Supplies",352.38,2
"B45656",2017-09-02,"C14531","PR6354","Furniture",15.072,3
"B47551",2017-09-02,"C13700","PR6754","Office Supplies",18.72,5
"B47551",2017-09-02,"C13700","PR6483","Furniture",236.528,2
"B45598",2017-09-02,"C13228","PR7033","Office Supplies",16,4
"B45598",2017-09-02,"C13228","PR6558","Office Supplies",5.588,2
"B45598",2017-09-02,"C13228","PR7516","Office Supplies",235.92,5
"B45419",2017-09-02,"C13590","PR7091","Office Supplies",11.696,2
"B45633",2017-09-02,"C14837","PR7672","Technology",40.68,3
"B46748",2017-09-02,"C13366","PR6520","Office Supplies",43.1,5
"B46748",2017-09-02,"C13366","PR6405","Furniture",511.5,5
"B46748",2017-09-02,"C13366","PR6930","Office Supplies",147.92,5
"B45586",2017-09-02,"C12930","PR6596","Office Supplies",6.57,3
"B45650",2017-09-02,"C14078","PR7268","Office Supplies",12.192,3
"B45603",2017-09-02,"C14597","PR6212","Furniture",215.976,3
"B46273",2017-09-02,"C14860","PR7434","Office Supplies",10.9,1
"B46273",2017-09-02,"C14860","PR7136","Office Supplies",79.92,4
"B46273",2017-09-02,"C14860","PR7284","Office Supplies",146.82,3
"B36587",2017-09-03,"C13404","PR6654","Office Supplies",5.96,2
"B36580",2017-09-03,"C14740","PR6415","Furniture",108.4,5
"B36280",2017-09-03,"C13089","PR6967","Office Supplies",24.448,4
"B37377",2017-09-03,"C12555","PR6849","Office Supplies",42.616,7
"B37499",2017-09-03,"C14026","PR6152","Furniture",239.666,2
"B36569",2017-09-03,"C14519","PR7158","Office Supplies",419.4,4
"B36569",2017-09-03,"C14519","PR6238","Furniture",90.801,1
"B36569",2017-09-03,"C14519","PR6243","Furniture",181.764,2
"B36569",2017-09-03,"C14519","PR6687","Office Supplies",5.56,2
"B36696",2017-09-03,"C14221","PR7329","Office Supplies",8.904,3
"B36696",2017-09-03,"C14221","PR7691","Technology",100.8,2
"B35821",2017-09-03,"C14668","PR6843","Office Supplies",82.56,5
"B35821",2017-09-03,"C14668","PR7582","Technology",284.97,3
"B41596",2017-09-03,"C12593","PR6654","Office Supplies",5.96,2
"B41589",2017-09-03,"C14642","PR6415","Furniture",108.4,5
"B41289",2017-09-03,"C12996","PR6967","Office Supplies",24.448,4
"B42386",2017-09-03,"C14137","PR6849","Office Supplies",42.616,7
"B42508",2017-09-03,"C13609","PR6152","Furniture",239.666,2
"B41578",2017-09-03,"C14268","PR7158","Office Supplies",419.4,4
"B41578",2017-09-03,"C14268","PR6238","Furniture",90.801,1
"B41578",2017-09-03,"C14268","PR6243","Furniture",181.764,2
"B41578",2017-09-03,"C14268","PR6687","Office Supplies",5.56,2
"B41705",2017-09-03,"C13188","PR7329","Office Supplies",8.904,3
"B41705",2017-09-03,"C13188","PR7691","Technology",100.8,2
"B40830",2017-09-03,"C14731","PR6843","Office Supplies",82.56,5
"B40830",2017-09-03,"C14731","PR7582","Technology",284.97,3
"B46605",2017-09-03,"C13668","PR6654","Office Supplies",5.96,2
"B46598",2017-09-03,"C14413","PR6415","Furniture",108.4,5
"B46298",2017-09-03,"C13190","PR6967","Office Supplies",24.448,4
"B47395",2017-09-03,"C13401","PR6849","Office Supplies",42.616,7
"B47517",2017-09-03,"C13359","PR6152","Furniture",239.666,2
"B46587",2017-09-03,"C14400","PR7158","Office Supplies",419.4,4
"B46587",2017-09-03,"C14400","PR6238","Furniture",90.801,1
"B46587",2017-09-03,"C14400","PR6243","Furniture",181.764,2
"B46587",2017-09-03,"C14400","PR6687","Office Supplies",5.56,2
"B46714",2017-09-03,"C14764","PR7329","Office Supplies",8.904,3
"B46714",2017-09-03,"C14764","PR7691","Technology",100.8,2
"B45839",2017-09-03,"C13078","PR6843","Office Supplies",82.56,5
"B45839",2017-09-03,"C13078","PR7582","Technology",284.97,3
"B35756",2017-09-04,"C12569","PR7574","Technology",91.96,4
"B37474",2017-09-04,"C14580","PR6868","Office Supplies",88.074,7
"B36106",2017-09-04,"C12604","PR6821","Office Supplies",11.808,3
"B37354",2017-09-04,"C14501","PR6223","Furniture",97.184,2
"B37354",2017-09-04,"C14501","PR7147","Office Supplies",10.368,2
"B36307",2017-09-04,"C12828","PR7514","Office Supplies",421.1,2
"B35414",2017-09-04,"C12874","PR6430","Furniture",1322.352,3
"B36151",2017-09-04,"C13010","PR6112","Furniture",825.174,9
"B36151",2017-09-04,"C13010","PR7359","Office Supplies",17.76,3
"B36151",2017-09-04,"C13010","PR6618","Office Supplies",6.912,3
"B36399",2017-09-04,"C14468","PR6708","Office Supplies",10.192,7
"B36399",2017-09-04,"C14468","PR7530","Office Supplies",16.784,1
"B36399",2017-09-04,"C14468","PR6647","Office Supplies",13.12,5
"B35369",2017-09-04,"C12699","PR6593","Office Supplies",30.384,1
"B35378",2017-09-04,"C14519","PR7239","Office Supplies",12.96,2
"B35378",2017-09-04,"C14519","PR7926","Technology",43.176,3
"B35560",2017-09-04,"C14724","PR6662","Office Supplies",8.256,4
