"CustomerID","DOB","gender","MaritalStatus","Familysize"
"C14654","1982-08-25","F","Yes",4
"C14655","1973-09-28","F","Yes",4
"C14656","1991-07-24","M","Yes",3
"C14657","1940-05-19","F","Yes",4
"C14658","1950-11-04","M","Yes",4
"C14659","1979-08-22","M","Yes",4
"C14660","1999-01-09","F","Yes",2
"C14661","1947-04-20","F","Yes",4
"C14662","1973-09-13","F","Yes",4
"C14663","1968-01-21","M","Yes",4
"C14664","1973-09-14","F","Yes",4
"C14665","1962-11-21","M","Yes",2
"C14666","1956-03-16","F","Yes",4
"C14667","1976-04-21","M","Yes",4
"C14668","2000-08-05","F","Yes",2
"C14669","1947-08-23","F","Yes",4
"C14670","1992-05-16","F","Yes",4
"C14671","1981-06-25","M","Yes",4
"C14672","1979-02-09","F","Yes",4
"C14673","1996-04-06","M","Yes",2
"C14674","1984-10-26","M","Yes",4
"C14675","1944-04-04","F","Yes",4
"C14676","1957-08-03","F","No",1
"C14677","1996-08-21","M","Yes",2
"C14678","1988-06-03","F","Yes",4
"C14679","1977-08-03","M","Yes",4
"C14680","1975-05-28","F","Yes",4
"C14681","1955-05-17","M","Yes",4
"C14682","1985-08-27","M","Yes",4
"C14683","1986-05-23","M","Yes",4
"C14684","1981-03-13","M","Yes",4
"C14685","1949-11-01","M","Yes",2
"C14686","1934-11-17","M","Yes",2
"C14687","1953-12-11","F","Yes",4
"C14688","1968-07-24","M","Yes",4
"C14689","1984-06-09","F","Yes",4
"C14690","1949-01-06","F","Yes",4
"C14691","1991-12-21","F","Yes",4
"C14692","1972-04-17","M","Yes",4
"C14693","1994-01-15","F","Yes",3
"C14694","1981-12-28","M","Yes",4
"C14695","1956-06-03","M","Yes",4
"C14696","1976-03-26","M","Yes",4
"C14697","1947-07-16","F","Yes",2
"C14698","1991-03-25","M","Yes",3
"C14699","1985-05-25","F","Yes",4
"C14700","1989-02-27","F","Yes",4
"C14701","1937-05-19","F","Yes",4
"C14702","2000-06-19","F","Yes",2
"C14703","1942-09-04","M","Yes",2
"C14704","1962-10-21","M","Yes",4
"C14705","1985-06-26","F","Yes",4
"C14706","1934-06-27","F","Yes",4
"C14707","1972-06-10","F","Yes",4
"C14708","1986-08-19","F","Yes",4
"C14709","1961-06-01","M","Yes",4
"C14710","1946-05-25","M","Yes",4
"C14711","1972-01-05","F","Yes",4
"C14712","1975-09-27","F","Yes",4
"C14713","1943-02-24","F","Yes",4
"C14714","1948-08-02","F","Yes",4
"C14715","1993-06-19","F","Yes",3
"C14716","1992-12-24","M","Yes",3
"C14717","1994-06-14","F","Yes",3
"C14718","1987-05-03","M","Yes",4
"C14719","1996-03-07","F","Yes",3
"C14720","1974-07-05","F","Yes",4
"C14721","1970-02-17","F","Yes",4
"C14722","1963-02-18","M","No",1
"C14723","1985-04-07","M","Yes",2
"C14724","1972-09-19","M","Yes",4
"C14725","2000-10-19","F","Yes",2
"C14726","2000-07-24","F","Yes",2
"C14727","1988-01-02","F","Yes",4
"C14728","1996-07-17","F","Yes",3
"C14729","1989-07-25","M","No",1
"C14730","1990-10-10","F","Yes",2
"C14731","1999-04-01","F","Yes",2
"C14732","1975-04-06","M","Yes",2
"C14733","1977-10-06","M","Yes",4
"C14734","1955-01-22","M","No",1
"C14735","1984-03-10","M","Yes",4
"C14736","1973-10-14","M","Yes",4
"C14737","1965-03-01","F","Yes",2
"C14738","1938-10-13","M","Yes",2
"C14739","1986-12-08","M","Yes",4
"C14740","1992-10-03","F","Yes",4
"C14741","1992-03-17","M","Yes",3
"C14742","1937-03-12","F","Yes",4
"C14743","1987-08-05","M","Yes",2
"C14744","1994-01-14","F","Yes",3
"C14745","1948-08-05","F","Yes",2
"C14746","1948-05-01","M","Yes",4
"C14747","1970-07-24","M","Yes",4
"C14748","1985-04-22","F","Yes",4
"C14749","1948-12-27","M","Yes",4
"C14750","1949-01-12","F","Yes",4
"C14751","2000-02-09","M","Yes",2
"C14752","1969-05-21","M","Yes",4
"C14753","1976-11-19","F","Yes",4
"C14754","1943-08-27","M","Yes",4
"C14755","1935-12-26","F","Yes",4
"C14756","1955-07-23","F","Yes",2
"C14757","1972-02-01","M","Yes",4
"C14758","1955-09-25","M","Yes",4
"C14759","1992-01-09","M","Yes",3
"C14760","1984-03-01","M","Yes",4
"C14761","1973-08-15","M","Yes",4
"C14762","1973-08-21","M","Yes",4
"C14763","1936-06-15","M","Yes",4
"C14764","1996-10-10","F","Yes",3
"C14765","1981-12-25","M","Yes",4
"C14766","1982-12-27","M","Yes",4
"C14767","1979-11-19","F","Yes",4
"C14768","1969-09-22","M","Yes",4
"C14769","1975-03-12","F","Yes",4
"C14770","1987-08-01","M","Yes",4
"C14771","1943-06-13","M","Yes",4
"C14772","1983-07-23","M","Yes",4
"C14773","1960-12-18","M","No",1
"C14774","1987-11-21","M","Yes",4
"C14775","1989-08-01","F","Yes",4
"C14776","1993-03-09","M","Yes",2
"C14777","1974-01-01","F","Yes",4
"C14778","2000-07-16","F","Yes",2
"C14779","1977-10-12","F","Yes",4
"C14780","1942-01-25","F","Yes",2
"C14781","1985-01-04","M","Yes",4
"C14782","1955-02-16","F","Yes",2
"C14783","1971-07-09","M","Yes",2
"C14784","1981-12-17","M","Yes",4
"C14785","1983-03-17","M","Yes",4
"C14786","1988-11-05","F","Yes",4
"C14787","1985-02-11","F","Yes",4
"C14788","1987-07-13","M","Yes",4
"C14789","1972-07-14","M","Yes",4
"C14790","1998-04-28","F","Yes",2
"C14791","1989-01-17","F","Yes",4
"C14792","1989-05-18","F","Yes",2
"C14793","1933-04-04","M","Yes",4
"C14794","1969-10-23","M","Yes",4
"C14795","1994-02-27","M","Yes",2
"C14796","1960-01-04","M","Yes",4
"C14797","1964-04-18","F","Yes",2
"C14798","1993-09-19","M","Yes",2
"C14799","1980-11-25","F","Yes",4
"C14800","1982-09-08","F","Yes",4
"C14801","1988-03-15","F","Yes",4
"C14802","1938-11-18","M","Yes",4
"C14803","1952-04-23","F","Yes",4
"C14804","1996-02-12","F","Yes",2
"C14805","1987-06-14","M","Yes",4
"C14806","1976-07-13","F","Yes",4
"C14807","1957-10-08","M","Yes",4
"C14808","1999-05-26","M","Yes",2
"C14809","1970-07-18","F","Yes",4
"C14810","1996-07-25","M","Yes",2
"C14811","1968-08-13","M","Yes",4
"C14812","1989-09-13","F","Yes",2
"C14813","1934-06-26","F","Yes",4
"C14814","1995-06-03","F","Yes",3
"C14815","1988-07-11","M","Yes",4
"C14816","1986-04-02","F","Yes",4
"C14817","1974-07-03","F","Yes",2
"C14818","1973-06-04","F","Yes",4
"C14819","1969-02-14","M","Yes",4
"C14820","1942-08-14","M","Yes",4
"C14821","1967-07-23","F","Yes",4
"C14822","1969-08-15","F","Yes",4
"C14823","1999-11-10","F","No",1
"C14824","1989-11-15","F","Yes",2
"C14825","1989-05-06","M","Yes",4
"C14826","1983-01-11","M","Yes",4
"C14827","1979-03-22","F","Yes",2
"C14828","1994-03-02","F","Yes",3
"C14829","1975-10-04","F","Yes",4
"C14830","1956-03-27","F","Yes",4
"C14831","1998-03-08","F","Yes",2
"C14832","1957-09-23","F","Yes",4
"C14833","1998-11-08","M","Yes",2
"C14834","1992-11-11","F","Yes",4
"C14835","1992-09-19","F","Yes",4
"C14836","1970-12-11","M","Yes",2
"C14837","1943-01-05","F","Yes",4
"C14838","1975-01-13","M","Yes",4
"C14839","1956-05-25","F","Yes",4
"C14840","1975-01-27","F","Yes",4
"C14841","1962-12-27","M","Yes",4
"C14842","1953-04-05","M","Yes",4
"C14843","1993-12-20","F","Yes",2
"C14844","1948-07-12","F","Yes",4
"C14845","1986-05-14","M","No",1
"C14846","1971-08-08","M","Yes",4
"C14847","1937-12-28","F","No",1
"C14848","1968-12-22","M","Yes",2
"C14849","1982-09-10","F","Yes",4
"C14850","1997-05-23","F","Yes",3
"C14851","1948-10-22","F","No",1
"C14852","1946-06-12","M","Yes",4
"C14853","1972-12-09","F","Yes",2
"C14854","1938-06-16","F","Yes",4
"C14855","1977-03-05","F","Yes",4
"C14856","1983-09-21","F","Yes",4
"C14857","1986-05-12","M","Yes",4
"C14858","1955-10-22","F","Yes",4
"C14859","1983-06-20","F","Yes",4
"C14860","1984-07-24","M","Yes",2
"C14861","1956-09-14","F","Yes",4
"C14862","1996-09-04","F","Yes",3
"C14863","1996-11-04","M","Yes",2
"C14864","1973-06-23","F","No",1
"C14865","1977-10-19","M","No",1
"C14866","1981-10-25","F","Yes",4
"C14867","1974-08-27","M","Yes",4
"C14868","1949-04-28","F","Yes",4
"C14869","1972-02-02","F","Yes",4
"C14870","1983-07-02","M","Yes",4
"C14871","1999-07-13","M","Yes",2
"C14872","1977-02-03","F","Yes",4
"C14873","1994-01-19","M","Yes",3
"C14874","1984-02-17","M","Yes",4
"C14875","1975-08-23","F","Yes",4
"C14876","1946-03-20","M","Yes",4
"C14877","1968-12-13","F","Yes",4
"C14878","1963-12-23","F","No",1
"C14879","1969-11-17","M","Yes",2
"C14880","1941-08-23","F","Yes",4
"C14881","1941-06-20","F","Yes",2
"C14882","1982-12-02","F","Yes",4
"C14883","1946-04-17","M","Yes",4
"C14884","1988-04-19","F","Yes",4
"C14885","1971-07-28","F","Yes",4
"C14886","1985-02-25","M","Yes",4
"C14887","2000-08-20","M","Yes",2
"C14888","1949-03-20","M","Yes",2
"C14889","1997-01-26","M","Yes",2
"C14890","1969-11-28","F","Yes",4
"C14891","1985-08-22","M","Yes",2
"C14892","1942-05-08","M","Yes",4
"C14893","1968-10-08","M","Yes",4
"C14894","1994-10-28","M","Yes",2
"C14895","1936-03-10","F","Yes",4
"C14896","1985-11-09","M","Yes",4
"C14897","1976-05-16","M","Yes",4
"C14898","1979-10-10","F","Yes",4
"C14899","1983-06-21","M","Yes",4
"C14900","1955-10-23","M","Yes",4
"C14901","1938-04-14","M","Yes",4
"C14902","1995-10-26","F","Yes",2
"C14903","1940-04-24","F","No",1
"C14904","1997-04-28","F","Yes",2
"C14905","1950-04-13","F","Yes",4
"C14906","1949-03-25","M","Yes",4
"C14907","1947-05-13","M","Yes",4
"C14908","1976-10-15","F","Yes",4
"C14909","1996-06-08","F","Yes",2
"C14910","1934-07-23","M","Yes",4
"C14911","1939-09-02","F","Yes",4
"C14912","1977-02-12","F","Yes",4
"C14913","1987-04-08","M","Yes",4
"C14914","1981-04-19","M","Yes",4
"C14915","1978-03-16","M","Yes",4
"C14916","1997-10-23","F","Yes",3
"C14917","1975-12-21","M","Yes",4
"C14918","1993-04-15","F","Yes",3
"C14919","1992-05-02","F","Yes",4
"C14920","1983-11-11","F","Yes",4
"C14921","1944-02-23","F","Yes",4
"C14922","1957-03-10","M","Yes",4
"C14923","1989-01-24","M","No",1
"C14924","2000-05-08","M","Yes",2
"C14925","1946-11-14","F","Yes",4
"C14926","1960-08-05","F","No",1
"C14927","1958-09-22","M","Yes",4
"C14928","1987-02-12","F","Yes",4
"C14929","1992-03-07","M","Yes",3
