"BillNumber","BillDate","CustomerID","ProductID","ProductCategory","Sales","Quantity"
"B38006","2014-12-20","C21540","PR6449","Furniture",2244.48,7
"B38006","2014-12-20","C21540","PR6910","Office Supplies",62.31,3
"B38006","2014-12-20","C21540","PR6432","Furniture",455.1,2
"B38785","2015-02-22","C21540","PR6636","Office Supplies",79.36,4
"B39089","2015-06-13","C21540","PR6956","Office Supplies",8.26,2
"B39089","2015-06-13","C21540","PR6862","Office Supplies",29.84,2
"B39089","2015-06-13","C21540","PR7679","Technology",67.98,2
"B40279","2016-11-07","C21540","PR7272","Office Supplies",12.9,2
"B41562","2017-01-21","C21540","PR7523","Office Supplies",348.208,7
"B41562","2017-01-21","C21540","PR6912","Office Supplies",35.784,7
"B40563","2017-04-04","C21540","PR6973","Office Supplies",16.98,1
"B41042","2017-05-08","C21540","PR7715","Technology",3359.952,6
"B32635","2014-06-07","C21541","PR6451","Furniture",268.935,3
"B32716","2014-09-17","C21541","PR6971","Office Supplies",182.94,3
"B34388","2016-05-02","C21541","PR6214","Furniture",366.744,4
"B35065","2016-10-17","C21541","PR6118","Furniture",120.98,1
"B35065","2016-10-17","C21541","PR6940","Office Supplies",315.98,1
"B36164","2017-06-03","C21541","PR6850","Office Supplies",4.554,3
"B36164","2017-06-03","C21541","PR6562","Office Supplies",5.2,2
"B36164","2017-06-03","C21541","PR7681","Technology",205.992,1
"B36164","2017-06-03","C21541","PR7188","Office Supplies",15.552,3
"B36164","2017-06-03","C21541","PR7806","Technology",503.96,5
"B36164","2017-06-03","C21541","PR6532","Office Supplies",24.472,7
"B36164","2017-06-03","C21541","PR6135","Furniture",241.568,2
"B36164","2017-06-03","C21541","PR7656","Technology",110.4,2
"B43157","2014-09-15","C21542","PR6257","Furniture",103.936,4
"B43964","2015-03-16","C21542","PR6290","Furniture",43.13,1
"B43730","2015-08-09","C21542","PR6264","Furniture",10.02,3
"B43730","2015-08-09","C21542","PR7242","Office Supplies",144.12,3
"B44191","2015-11-12","C21542","PR7478","Office Supplies",64.784,1
"B44191","2015-11-12","C21542","PR7326","Office Supplies",15.552,3
"B44191","2015-11-12","C21542","PR6990","Office Supplies",223.888,7
"B47548","2017-12-23","C21542","PR7448","Office Supplies",62.04,4
"B47548","2017-12-23","C21542","PR7927","Technology",494.97,3
"B47548","2017-12-23","C21542","PR7458","Office Supplies",367.96,4
"B47548","2017-12-23","C21542","PR7259","Office Supplies",44.96,2
"B47548","2017-12-23","C21542","PR6971","Office Supplies",182.94,3
"B39207","2015-10-31","C21543","PR7136","Office Supplies",19.98,1
"B39207","2015-10-31","C21543","PR6938","Office Supplies",398.352,3
"B39207","2015-10-31","C21543","PR6728","Office Supplies",5.04,3
"B39207","2015-10-31","C21543","PR7018","Office Supplies",17.45,5
"B39207","2015-10-31","C21543","PR6232","Furniture",323.136,4
"B39207","2015-10-31","C21543","PR7560","Office Supplies",29.7,3
"B39207","2015-10-31","C21543","PR7844","Technology",1295.84,4
"B39207","2015-10-31","C21543","PR7508","Office Supplies",46.84,2
"B39207","2015-10-31","C21543","PR6130","Furniture",425.833,1
"B39175","2015-12-16","C21543","PR7396","Office Supplies",4.98,1
"B41463","2017-12-22","C21543","PR6508","Office Supplies",839.43,3
"B37724","2014-09-11","C21544","PR6395","Furniture",127.95,3
"B40143","2016-11-05","C21544","PR6416","Furniture",273.96,2
"B40143","2016-11-05","C21544","PR7571","Technology",89.97,3
"B40143","2016-11-05","C21544","PR6385","Furniture",756.8,5
"B40698","2017-06-08","C21544","PR6915","Office Supplies",10.36,2
"B42858","2014-12-16","C21545","PR6188","Furniture",1403.92,5
"B44235","2015-11-26","C21545","PR6391","Furniture",692.472,11
"B42250","2016-08-23","C21546","PR7490","Office Supplies",727.296,8
"B42250","2016-08-23","C21546","PR6429","Furniture",22.608,3
"B42250","2016-08-23","C21546","PR7653","Technology",666.4,7
"B40906","2017-01-21","C21546","PR6770","Office Supplies",14.4,5
"B40906","2017-01-21","C21546","PR7629","Technology",619.95,5
"B40906","2017-01-21","C21546","PR6798","Office Supplies",89.52,4
"B40906","2017-01-21","C21546","PR7762","Technology",350.973,3
"B40906","2017-01-21","C21546","PR7927","Technology",164.99,1
"B41253","2017-03-10","C21546","PR6717","Office Supplies",5.248,2
"B41253","2017-03-10","C21546","PR7796","Technology",35.91,3
"B41253","2017-03-10","C21546","PR6380","Furniture",6.696,1
"B41253","2017-03-10","C21546","PR6372","Furniture",43.872,2
"B42323","2017-04-30","C21546","PR6778","Office Supplies",4.842,3
"B42323","2017-04-30","C21546","PR6276","Furniture",220.704,6
"B41119","2017-05-13","C21546","PR6182","Furniture",458.43,5
"B41579","2017-05-25","C21546","PR6862","Office Supplies",29.84,2
"B40797","2017-09-24","C21546","PR7904","Technology",1169.694,3
"B42350","2017-11-16","C21546","PR7764","Technology",52.44,4
"B40640","2017-12-25","C21546","PR7375","Office Supplies",96.08,2
"B40640","2017-12-25","C21546","PR7043","Office Supplies",3.62,2
"B40640","2017-12-25","C21546","PR7192","Office Supplies",629.1,6
"B40640","2017-12-25","C21546","PR7905","Technology",90.48,2
"B33848","2015-05-07","C21547","PR6437","Furniture",244.006,2
"B33848","2015-05-07","C21547","PR7141","Office Supplies",15.936,4
"B34766","2016-01-14","C21547","PR7357","Office Supplies",89.568,2
"B34766","2016-01-14","C21547","PR6367","Furniture",315.776,8
"B34383","2016-09-08","C21547","PR7461","Office Supplies",35.952,3
"B34383","2016-09-08","C21547","PR6160","Furniture",2396.2656,4
"B34383","2016-09-08","C21547","PR7435","Office Supplies",131.136,4
"B34383","2016-09-08","C21547","PR7573","Technology",57.584,2
"B37470","2017-06-09","C21547","PR7146","Office Supplies",49.12,4
"B35385","2017-07-29","C21547","PR6527","Office Supplies",34.848,2
"B35385","2017-07-29","C21547","PR7920","Technology",22,5
"B35385","2017-07-29","C21547","PR6674","Office Supplies",4.368,3
"B37288","2017-09-07","C21547","PR7631","Technology",13.48,1
"B36622","2017-09-24","C21547","PR7433","Office Supplies",40.29,3
"B36622","2017-09-24","C21547","PR6863","Office Supplies",38.71,7
"B37841","2014-09-24","C21548","PR7464","Office Supplies",211.96,4
"B41964","2015-03-23","C21548","PR6217","Furniture",107.772,2
"B41718","2017-03-05","C21548","PR7036","Office Supplies",7.9,2
"B41718","2017-03-05","C21548","PR7432","Office Supplies",221.16,4
"B41718","2017-03-05","C21548","PR6787","Office Supplies",127.96,2
"B41718","2017-03-05","C21548","PR6790","Office Supplies",18.69,3
"B33007","2014-08-15","C21549","PR6890","Office Supplies",30.96,8
"B33165","2014-10-05","C21549","PR7652","Technology",99.98,2
"B36763","2014-12-20","C21549","PR7084","Office Supplies",31.05,3
"B33789","2015-06-18","C21549","PR6370","Furniture",60.84,3
"B33789","2015-06-18","C21549","PR7512","Office Supplies",450.04,2
"B33789","2015-06-18","C21549","PR6913","Office Supplies",34.6,2
"B33789","2015-06-18","C21549","PR7884","Technology",467.97,3
"B33789","2015-06-18","C21549","PR6951","Office Supplies",33.02,2
"B33420","2015-11-13","C21549","PR6800","Office Supplies",9.872,2
"B33420","2015-11-13","C21549","PR6153","Furniture",683.332,4
"B33420","2015-11-13","C21549","PR7385","Office Supplies",29.96,7
"B35581","2017-10-28","C21549","PR7632","Technology",24,2
"B35581","2017-10-28","C21549","PR7251","Office Supplies",15.552,3
"B35581","2017-10-28","C21549","PR7695","Technology",26.176,2
"B35691","2017-12-08","C21549","PR7573","Technology",179.95,5
"B35691","2017-12-08","C21549","PR7724","Technology",1199.976,3
"B35691","2017-12-08","C21549","PR7340","Office Supplies",27.15,5
"B35691","2017-12-08","C21549","PR6451","Furniture",1004.024,7
"B35691","2017-12-08","C21549","PR7302","Office Supplies",9.68,1
"B35691","2017-12-08","C21549","PR7107","Office Supplies",28.35,9
"B35691","2017-12-08","C21549","PR7256","Office Supplies",55.98,1
"B35691","2017-12-08","C21549","PR6127","Furniture",1336.829,13
"B35691","2017-12-08","C21549","PR6226","Furniture",113.568,2
"B36765","2014-10-16","C21550","PR6753","Office Supplies",14.352,3
"B36765","2014-10-16","C21550","PR7676","Technology",179.97,3
"B32852","2014-11-26","C21550","PR7869","Technology",279.96,4
"B32852","2014-11-26","C21550","PR6789","Office Supplies",12.912,3
"B32852","2014-11-26","C21550","PR6785","Office Supplies",17.088,4
"B32852","2014-11-26","C21550","PR7071","Office Supplies",93.15,9
"B32852","2014-11-26","C21550","PR7078","Office Supplies",11.52,4
"B34203","2015-12-21","C21550","PR7874","Technology",47.976,3
"B34821","2016-05-27","C21550","PR7172","Office Supplies",13.38,2
"B35067","2016-06-15","C21550","PR7163","Office Supplies",173.488,7
"B36062","2017-11-26","C21550","PR6291","Furniture",126.3,3
"B36062","2017-11-26","C21550","PR7642","Technology",38.04,2
"B43319","2014-07-09","C21551","PR7314","Office Supplies",10.368,2
"B43319","2014-07-09","C21551","PR7271","Office Supplies",14.352,3
"B42877","2014-09-21","C21551","PR6497","Office Supplies",25.96,2
"B42877","2014-09-21","C21551","PR6559","Office Supplies",36.27,3
"B42877","2014-09-21","C21551","PR7127","Office Supplies",6.48,1
"B46842","2014-09-23","C21551","PR6137","Furniture",435.999,3
"B46842","2014-09-23","C21551","PR7897","Technology",83.984,2
"B43682","2015-10-09","C21551","PR7629","Technology",619.95,5
"B43682","2015-10-09","C21551","PR7933","Technology",29.16,3
"B43682","2015-10-09","C21551","PR6995","Office Supplies",57.96,7
"B43682","2015-10-09","C21551","PR6569","Office Supplies",29.403,3
"B43378","2015-11-20","C21551","PR6736","Office Supplies",60.45,3
"B43378","2015-11-20","C21551","PR6667","Office Supplies",11.52,4
"B43378","2015-11-20","C21551","PR6119","Furniture",186.048,4
"B45258","2016-09-27","C21551","PR6858","Office Supplies",2.907,3
"B46707","2017-03-24","C21551","PR7156","Office Supplies",221.92,4
"B46707","2017-03-24","C21551","PR7602","Technology",26,2
"B46356","2017-05-13","C21551","PR6996","Office Supplies",180.96,2
"B46356","2017-05-13","C21551","PR6943","Office Supplies",914.97,3
"B46356","2017-05-13","C21551","PR7875","Technology",587.97,3
"B46356","2017-05-13","C21551","PR7405","Office Supplies",530.34,2
"B46356","2017-05-13","C21551","PR7235","Office Supplies",14.94,3
"B46428","2017-11-09","C21551","PR6947","Office Supplies",9.64,2
"B46428","2017-11-09","C21551","PR7702","Technology",826.62,3
"B46428","2017-11-09","C21551","PR7497","Office Supplies",1633.14,9
"B46428","2017-11-09","C21551","PR7497","Office Supplies",544.38,3
"B45800","2017-11-16","C21551","PR6869","Office Supplies",1.824,1
"B45426","2017-11-27","C21551","PR6402","Furniture",46.94,1
"B45426","2017-11-27","C21551","PR7619","Technology",143.73,9
"B34058","2015-12-25","C21552","PR7907","Technology",73.98,2
"B34058","2015-12-25","C21552","PR6154","Furniture",160.98,1
"B34058","2015-12-25","C21552","PR7267","Office Supplies",17.34,3
"B34058","2015-12-25","C21552","PR6663","Office Supplies",3.28,1
"B34350","2016-01-17","C21552","PR7601","Technology",316,4
"B34937","2016-07-22","C21552","PR7107","Office Supplies",6.3,2
"B34677","2016-10-07","C21552","PR7749","Technology",837.6,3
"B36386","2017-04-30","C21552","PR6987","Office Supplies",62.96,4
"B37356","2017-08-15","C21552","PR7524","Office Supplies",1801.632,6
"B36247","2017-08-21","C21552","PR7328","Office Supplies",83.88,1
"B36199","2017-10-15","C21552","PR7102","Office Supplies",152.65,5
"B36199","2017-10-15","C21552","PR6252","Furniture",22.72,1
"B33078","2014-08-27","C21553","PR6679","Office Supplies",8.56,2
"B33078","2014-08-27","C21553","PR7861","Technology",213.48,3
"B33078","2014-08-27","C21553","PR6842","Office Supplies",22.72,4
"B35312","2016-04-03","C21553","PR6384","Furniture",71.12,4
"B35312","2016-04-03","C21553","PR7814","Technology",259.96,4
"B37195","2016-05-05","C21553","PR6407","Furniture",16.72,5
"B35059","2016-07-08","C21553","PR7901","Technology",823.96,5
"B35059","2016-07-08","C21553","PR7397","Office Supplies",15.984,2
"B36174","2017-06-11","C21553","PR6577","Office Supplies",61.44,3
"B33278","2014-11-11","C21554","PR6585","Office Supplies",3.392,1
"B33278","2014-11-11","C21554","PR7810","Technology",559.984,2
"B33278","2014-11-11","C21554","PR6171","Furniture",603.92,5
"B33597","2015-12-04","C21554","PR6704","Office Supplies",16.9,5
"B33597","2015-12-04","C21554","PR6407","Furniture",25.08,6
"B37179","2016-02-22","C21554","PR7879","Technology",445.96,5
"B37179","2016-02-22","C21554","PR7670","Technology",36.24,1
"B37179","2016-02-22","C21554","PR7025","Office Supplies",10.65,3
"B35389","2017-11-25","C21554","PR6662","Office Supplies",5.16,2
"B38105","2014-03-18","C21555","PR7775","Technology",821.3,4
"B38105","2014-03-18","C21555","PR7754","Technology",22638.48,6
"B38105","2014-03-18","C21555","PR7241","Office Supplies",21.376,4
"B38105","2014-03-18","C21555","PR6684","Office Supplies",8.016,3
"B38105","2014-03-18","C21555","PR6407","Furniture",30.768,2
"B38105","2014-03-18","C21555","PR7044","Office Supplies",18.936,3
"B38105","2014-03-18","C21555","PR6319","Furniture",122.352,3
"B41976","2015-08-21","C21555","PR7546","Office Supplies",3.488,2
"B41976","2015-08-21","C21555","PR7576","Technology",21.728,4
"B41976","2015-08-21","C21555","PR7487","Office Supplies",663.072,6
"B41976","2015-08-21","C21555","PR6938","Office Supplies",99.588,2
"B41976","2015-08-21","C21555","PR7334","Office Supplies",49.568,2
"B38957","2015-12-25","C21555","PR7219","Office Supplies",9.96,2
"B41266","2017-07-09","C21555","PR6261","Furniture",526.45,5
"B41349","2017-10-12","C21555","PR7351","Office Supplies",7.968,2
"B43103","2014-07-25","C21556","PR7443","Office Supplies",53.72,4
"B43103","2014-07-25","C21556","PR7532","Office Supplies",8187.65,5
"B43103","2014-07-25","C21556","PR6409","Furniture",77.92,8
"B43212","2014-08-11","C21556","PR7524","Office Supplies",375.34,1
"B43735","2015-06-22","C21556","PR7017","Office Supplies",4.96,4
"B43777","2015-11-05","C21556","PR6859","Office Supplies",98.352,3
"B43580","2015-11-13","C21556","PR7930","Technology",377.97,3
"B43580","2015-11-13","C21556","PR7221","Office Supplies",42.28,7
"B43580","2015-11-13","C21556","PR6156","Furniture",299.97,3
"B43580","2015-11-13","C21556","PR7855","Technology",89.98,2
"B44790","2016-05-23","C21556","PR7946","Technology",1979.928,9
"B45161","2016-06-04","C21556","PR7326","Office Supplies",25.92,5
"B45161","2016-06-04","C21556","PR6270","Furniture",419.68,5
"B45161","2016-06-04","C21556","PR6409","Furniture",11.688,3
"B45161","2016-06-04","C21556","PR7791","Technology",31.984,2
"B45161","2016-06-04","C21556","PR6456","Furniture",177.225,5
"B45161","2016-06-04","C21556","PR6338","Furniture",4.044,3
"B45161","2016-06-04","C21556","PR6737","Office Supplies",7.408,2
"B44785","2016-07-31","C21556","PR6507","Office Supplies",283.14,4
"B44785","2016-07-31","C21556","PR7939","Technology",635.96,4
"B44785","2016-07-31","C21556","PR7824","Technology",118.99,1
"B44785","2016-07-31","C21556","PR6352","Furniture",272.94,3
"B45160","2016-12-29","C21556","PR6982","Office Supplies",27.792,3
"B45630","2017-04-09","C21556","PR6866","Office Supplies",478.24,8
"B46655","2017-05-23","C21556","PR7023","Office Supplies",1.824,2
"B46655","2017-05-23","C21556","PR6525","Office Supplies",18.32,5
"B46655","2017-05-23","C21556","PR7477","Office Supplies",48.816,3
"B46655","2017-05-23","C21556","PR6828","Office Supplies",1.188,1
"B47469","2017-11-13","C21556","PR7920","Technology",22,5
"B46868","2014-01-20","C21557","PR7823","Technology",699.93,7
"B46868","2014-01-20","C21557","PR6663","Office Supplies",22.96,7
"B46868","2014-01-20","C21557","PR6362","Furniture",38.6,4
"B46868","2014-01-20","C21557","PR6711","Office Supplies",6.63,3
"B46868","2014-01-20","C21557","PR6975","Office Supplies",23.34,3
"B46868","2014-01-20","C21557","PR6200","Furniture",1067.94,3
"B42902","2014-05-12","C21557","PR6248","Furniture",34.79,7
"B44304","2016-06-24","C21557","PR7830","Technology",440.91,9
"B44900","2016-10-03","C21557","PR6964","Office Supplies",15.648,2
"B46064","2017-10-03","C21557","PR7473","Office Supplies",22.58,2
"B46695","2017-11-17","C21557","PR7726","Technology",10499.97,3
"B35309","2016-03-29","C21558","PR7159","Office Supplies",13.48,2
"B35309","2016-03-29","C21558","PR6899","Office Supplies",29.8,5
"B35309","2016-03-29","C21558","PR6422","Furniture",414,8
"B35309","2016-03-29","C21558","PR6764","Office Supplies",41.328,7
"B36383","2017-01-01","C21558","PR7490","Office Supplies",454.56,5
"B36383","2017-01-01","C21558","PR6325","Furniture",141.42,5
"B36383","2017-01-01","C21558","PR6213","Furniture",310.744,4
"B36383","2017-01-01","C21558","PR6682","Office Supplies",12.736,4
"B36383","2017-01-01","C21558","PR6761","Office Supplies",6.47,5
"B36383","2017-01-01","C21558","PR6765","Office Supplies",13.748,14
"B36383","2017-01-01","C21558","PR6580","Office Supplies",15.224,2
"B35936","2017-04-21","C21558","PR6232","Furniture",908.82,9
"B35484","2017-08-14","C21558","PR6437","Furniture",418.296,3
"B36131","2017-10-28","C21558","PR6311","Furniture",77.952,3
"B36131","2017-10-28","C21558","PR7458","Office Supplies",147.184,2
"B36131","2017-10-28","C21558","PR7149","Office Supplies",47.952,3
"B35730","2017-11-23","C21558","PR7674","Technology",74.112,8
"B35730","2017-11-23","C21558","PR7903","Technology",27.992,1
"B35730","2017-11-23","C21558","PR6594","Office Supplies",3.304,1
"B36792","2014-09-12","C21559","PR7533","Office Supplies",357.93,3
"B36792","2014-09-12","C21559","PR7611","Technology",57.4,5
"B36792","2014-09-12","C21559","PR6938","Office Supplies",331.96,2
"B36792","2014-09-12","C21559","PR6370","Furniture",40.56,2
"B34710","2016-09-02","C21559","PR6260","Furniture",84.272,2
"B36156","2017-04-04","C21559","PR6633","Office Supplies",7.04,4
"B35900","2017-10-22","C21559","PR7726","Technology",11199.968,4
"B35900","2017-10-22","C21559","PR7838","Technology",2399.6,8
"B35900","2017-10-22","C21559","PR6980","Office Supplies",63.9,5
"B35900","2017-10-22","C21559","PR7931","Technology",52.99,1
"B36814","2014-03-18","C21560","PR6414","Furniture",111,2
"B36814","2014-03-18","C21560","PR7744","Technology",1279.968,4
"B36814","2014-03-18","C21560","PR7405","Office Supplies",1856.19,7
"B33796","2015-05-31","C21560","PR6315","Furniture",22.2,6
"B34702","2016-01-31","C21560","PR7945","Technology",109.592,1
"B34702","2016-01-31","C21560","PR7299","Office Supplies",56.7,5
"B35100","2016-06-13","C21560","PR7921","Technology",377.97,3
"B34612","2016-11-24","C21560","PR6123","Furniture",339.92,5
"B34612","2016-11-24","C21560","PR7225","Office Supplies",10.528,4
"B34612","2016-11-24","C21560","PR6547","Office Supplies",42.384,2
"B37461","2017-04-11","C21560","PR6948","Office Supplies",11.364,3
"B35821","2017-09-03","C21560","PR6843","Office Supplies",82.56,5
"B35821","2017-09-03","C21560","PR7582","Technology",284.97,3
"B37410","2017-09-30","C21560","PR6761","Office Supplies",11.646,9
"B36432","2017-11-20","C21560","PR6271","Furniture",27.58,2
"B46859","2014-06-08","C21561","PR6206","Furniture",585.552,3
"B46905","2014-11-18","C21561","PR6893","Office Supplies",50.997,1
"B46905","2014-11-18","C21561","PR7510","Office Supplies",76.792,1
"B46905","2014-11-18","C21561","PR7825","Technology",539.964,6
"B46905","2014-11-18","C21561","PR6295","Furniture",60.312,3
"B46905","2014-11-18","C21561","PR6945","Office Supplies",1.944,3
"B44057","2015-09-25","C21561","PR6183","Furniture",102.582,1
"B44057","2015-09-25","C21561","PR7304","Office Supplies",20.04,3
"B47227","2016-03-31","C21561","PR7898","Technology",280.782,3
"B47227","2016-03-31","C21561","PR7669","Technology",31.984,2
"B44591","2016-04-03","C21561","PR6930","Office Supplies",99.846,9
"B45197","2016-09-03","C21561","PR6927","Office Supplies",8.808,3
"B45230","2016-10-21","C21561","PR6238","Furniture",242.136,3
"B45230","2016-10-21","C21561","PR6594","Office Supplies",12.39,3
"B45230","2016-10-21","C21561","PR6381","Furniture",19.96,2
"B45230","2016-10-21","C21561","PR7490","Office Supplies",340.92,3
"B45434","2017-05-07","C21561","PR7919","Technology",419.944,7
"B45739","2017-07-20","C21561","PR7494","Office Supplies",69.712,2
"B45739","2017-07-20","C21561","PR6296","Furniture",8.792,1
"B46252","2017-10-24","C21561","PR7022","Office Supplies",11.68,4
"B47412","2017-12-05","C21561","PR6314","Furniture",41.96,2
"B47412","2017-12-05","C21561","PR7107","Office Supplies",9.45,3
"B42616","2014-05-18","C21562","PR7904","Technology",779.796,2
"B42988","2014-08-03","C21562","PR6479","Furniture",218.75,2
"B42988","2014-08-03","C21562","PR6562","Office Supplies",2.6,1
"B43705","2015-10-03","C21562","PR6155","Furniture",120.666,2
"B45144","2016-11-30","C21562","PR7157","Office Supplies",33.36,4
"B45144","2016-11-30","C21562","PR7295","Office Supplies",13.76,2
"B45144","2016-11-30","C21562","PR7449","Office Supplies",496.86,7
"B45144","2016-11-30","C21562","PR6168","Furniture",389.97,3
"B46075","2017-04-10","C21562","PR6487","Office Supplies",195.104,4
"B46075","2017-04-10","C21562","PR6389","Furniture",36.672,3
"B45856","2017-09-23","C21562","PR6778","Office Supplies",25.824,6
"B45856","2017-09-23","C21562","PR6512","Office Supplies",160.96,2
"B45983","2017-12-29","C21562","PR7013","Office Supplies",19.6,5
"B45983","2017-12-29","C21562","PR6403","Furniture",68.46,2
"B32551","2014-09-07","C21563","PR7864","Technology",377.97,3
"B33770","2015-12-06","C21563","PR7844","Technology",485.94,2
"B33770","2015-12-06","C21563","PR6724","Office Supplies",37.376,8
"B33770","2015-12-06","C21563","PR6243","Furniture",70.686,1
"B33949","2015-12-12","C21563","PR7027","Office Supplies",7.86,2
"B33949","2015-12-12","C21563","PR6851","Office Supplies",24.448,2
"B37166","2016-07-17","C21563","PR6307","Furniture",12.42,3
"B37166","2016-07-17","C21563","PR7699","Technology",428.4,3
"B37166","2016-07-17","C21563","PR6404","Furniture",24.75,5
"B37166","2016-07-17","C21563","PR7070","Office Supplies",87.71,7
"B37166","2016-07-17","C21563","PR7418","Office Supplies",69.52,2
"B37166","2016-07-17","C21563","PR7795","Technology",20.784,2
"B37166","2016-07-17","C21563","PR6749","Office Supplies",12.816,3
"B37085","2016-07-22","C21563","PR7712","Technology",109.95,1
"B37085","2016-07-22","C21563","PR7468","Office Supplies",965.85,5
"B37085","2016-07-22","C21563","PR6640","Office Supplies",29.2,5
"B37085","2016-07-22","C21563","PR7276","Office Supplies",32.4,5
"B36014","2017-07-27","C21563","PR6316","Furniture",23.88,3
"B36014","2017-07-27","C21563","PR7348","Office Supplies",26.2,4
"B36014","2017-07-27","C21563","PR7300","Office Supplies",12.96,2
"B36014","2017-07-27","C21563","PR7595","Technology",234.95,5
"B36678","2017-11-12","C21563","PR7487","Office Supplies",221.024,2
"B36653","2017-12-11","C21563","PR6524","Office Supplies",1.392,2
"B33409","2015-06-12","C21564","PR7903","Technology",55.984,2
"B33589","2015-09-13","C21564","PR6392","Furniture",129.93,3
"B33589","2015-09-13","C21564","PR7231","Office Supplies",69.93,7
"B37105","2016-10-06","C21564","PR6944","Office Supplies",28.85,5
"B34718","2016-10-28","C21564","PR7448","Office Supplies",93.06,6
"B34718","2016-10-28","C21564","PR7888","Technology",302.376,3
"B36394","2017-05-12","C21564","PR7064","Office Supplies",5.904,2
"B37334","2017-05-28","C21564","PR7841","Technology",54.368,4
"B37494","2017-11-19","C21564","PR6455","Furniture",219.075,3
"B32739","2014-03-14","C21565","PR6812","Office Supplies",33.088,4
"B32739","2014-03-14","C21565","PR7427","Office Supplies",80.98,1
"B32739","2014-03-14","C21565","PR7710","Technology",82.8,12
"B32739","2014-03-14","C21565","PR7498","Office Supplies",21.36,2
"B32739","2014-03-14","C21565","PR6873","Office Supplies",62.048,2
"B35246","2016-04-12","C21565","PR7188","Office Supplies",19.44,3
"B35246","2016-04-12","C21565","PR6163","Furniture",194.352,3
"B35246","2016-04-12","C21565","PR6898","Office Supplies",36.624,3
"B35306","2016-10-30","C21565","PR6724","Office Supplies",11.68,2
"B37324","2017-05-15","C21565","PR6251","Furniture",39.96,2
"B37324","2017-05-15","C21565","PR6191","Furniture",42.624,2
"B37324","2017-05-15","C21565","PR6233","Furniture",220.96,1
"B35796","2017-05-19","C21565","PR7932","Technology",95.992,1
"B35796","2017-05-19","C21565","PR7113","Office Supplies",13.216,4
"B42954","2014-03-01","C21566","PR7051","Office Supplies",18.84,5
"B42954","2014-03-01","C21566","PR6180","Furniture",362.25,6
"B42954","2014-03-01","C21566","PR6287","Furniture",63.552,6
"B42954","2014-03-01","C21566","PR7452","Office Supplies",129.552,3
"B43928","2015-07-11","C21566","PR7236","Office Supplies",29.97,3
"B43928","2015-07-11","C21566","PR6811","Office Supplies",98.352,3
"B43560","2015-08-24","C21566","PR6248","Furniture",14.91,3
"B47219","2016-09-26","C21566","PR6833","Office Supplies",15.624,2
"B45899","2017-02-03","C21566","PR6761","Office Supplies",3.882,2
"B45899","2017-02-03","C21566","PR7375","Office Supplies",115.296,3
"B46441","2017-03-13","C21566","PR6845","Office Supplies",30.88,2
"B46441","2017-03-13","C21566","PR6522","Office Supplies",465.16,2
"B46441","2017-03-13","C21566","PR7339","Office Supplies",27.12,4
"B46144","2017-05-19","C21566","PR7672","Technology",67.8,4
"B46144","2017-05-19","C21566","PR7951","Technology",377.97,3
"B46144","2017-05-19","C21566","PR6158","Furniture",1628.82,9
"B46144","2017-05-19","C21566","PR7132","Office Supplies",286.93,7
"B46209","2017-09-17","C21566","PR7599","Technology",89.97,3
"B46206","2017-11-30","C21566","PR7626","Technology",383.976,3
"B46206","2017-11-30","C21566","PR6448","Furniture",1781.682,7
"B43172","2014-10-14","C21567","PR7590","Technology",177,3
"B43172","2014-10-14","C21567","PR7419","Office Supplies",79.45,7
"B43172","2014-10-14","C21567","PR6172","Furniture",1628.82,9
"B43065","2014-12-20","C21567","PR7610","Technology",447.944,7
"B45002","2016-06-09","C21567","PR7752","Technology",695.7,2
"B46717","2017-05-06","C21567","PR7119","Office Supplies",59.2,4
"B45779","2017-07-14","C21567","PR6914","Office Supplies",4.448,2
"B45779","2017-07-14","C21567","PR6375","Furniture",276.69,3
"B45779","2017-07-14","C21567","PR7017","Office Supplies",4.96,4
"B45779","2017-07-14","C21567","PR6722","Office Supplies",71.92,4
"B45779","2017-07-14","C21567","PR6354","Furniture",18.84,3
"B45779","2017-07-14","C21567","PR7595","Technology",140.97,3
"B45779","2017-07-14","C21567","PR7973","Technology",470.376,3
"B47518","2017-11-13","C21567","PR6662","Office Supplies",2.064,1
"B46214","2017-11-14","C21567","PR6896","Office Supplies",21.99,5
"B46106","2017-12-03","C21567","PR7156","Office Supplies",166.44,3
"B38275","2014-03-30","C21568","PR6978","Office Supplies",335.72,5
"B38275","2014-03-30","C21568","PR7855","Technology",251.944,7
"B38275","2014-03-30","C21568","PR6197","Furniture",127.302,7
"B38129","2014-06-04","C21568","PR7230","Office Supplies",16.224,2
"B38110","2014-11-17","C21568","PR6234","Furniture",479.9,5
"B38408","2015-06-28","C21568","PR6866","Office Supplies",119.56,2
"B38408","2015-06-28","C21568","PR6599","Office Supplies",140.75,5
"B38391","2015-10-12","C21568","PR6134","Furniture",899.136,4
"B38391","2015-10-12","C21568","PR7842","Technology",71.76,6
"B38391","2015-10-12","C21568","PR7129","Office Supplies",51.84,8
"B38391","2015-10-12","C21568","PR6132","Furniture",626.352,3
"B38391","2015-10-12","C21568","PR6697","Office Supplies",19.9,5
"B38993","2015-12-03","C21568","PR6939","Office Supplies",10.752,4
"B39905","2016-01-11","C21568","PR6330","Furniture",54.992,14
"B43114","2014-03-18","C21569","PR7775","Technology",821.3,4
